codi_indicador,any,codi_municipi,valor_final
15.2.1,2021,08294,"45,58"
15.2.1,2021,08295,"30,90"
15.2.1,2021,08296,"57,21"
15.2.1,2021,08297,"0,00"
15.2.1,2021,08298,"0,00"
15.2.1,2021,08299,"34,68"
15.2.1,2021,08300,"18,55"
15.2.1,2021,08301,"45,91"
15.2.1,2021,08302,"0,00"
15.2.1,2021,08303,"99,56"
15.2.1,2021,08304,"0,00"
15.2.1,2021,08305,"0,00"
15.2.1,2021,08306,"59,39"
15.2.1,2021,08307,"17,71"
15.2.1,2021,08308,"4,34"
15.2.1,2021,08901,"58,81"
15.2.1,2021,08902,"27,80"
15.2.1,2021,08903,"50,62"
15.2.1,2021,08904,"0,00"
15.2.1,2021,08905,"0,00"
15.2.1,2022,08001,"6,75"
15.2.1,2022,08002,"0,00"
15.2.1,2022,08003,"55,38"
15.2.1,2022,08004,"0,00"
15.2.1,2022,08005,"0,00"
15.2.1,2022,08006,"0,00"
15.2.1,2022,08007,"18,66"
15.2.1,2022,08008,"6,04"
15.2.1,2022,08009,"45,92"
15.2.1,2022,08010,"0,00"
15.2.1,2022,08011,"1,18"
15.2.1,2022,08012,"0,11"
15.2.1,2022,08013,"43,89"
15.2.1,2022,08014,"68,70"
15.2.1,2022,08015,"34,87"
15.2.1,2022,08016,"83,27"
15.2.1,2022,08017,"0,12"
15.2.1,2022,08018,"0,00"
15.2.1,2022,08019,"16,55"
15.2.1,2022,08020,"77,95"
15.2.1,2022,08021,"47,82"
15.2.1,2022,08022,"9,16"
15.2.1,2022,08023,"34,59"
15.2.1,2022,08024,"0,66"
15.2.1,2022,08025,"62,52"
15.2.1,2022,08026,"84,96"
15.2.1,2022,08027,"0,00"
15.2.1,2022,08028,"75,96"
15.2.1,2022,08029,"25,71"
15.2.1,2022,08030,"38,73"
15.2.1,2022,08031,"0,00"
15.2.1,2022,08032,"0,00"
15.2.1,2022,08033,"0,00"
15.2.1,2022,08034,"0,00"
15.2.1,2022,08035,"0,00"
15.2.1,2022,08036,"0,00"
15.2.1,2022,08037,"0,00"
15.2.1,2022,08038,"0,00"
15.2.1,2022,08039,"27,74"
15.2.1,2022,08040,"0,00"
15.2.1,2022,08041,"1,12"
15.2.1,2022,08042,"61,43"
15.2.1,2022,08043,"23,24"
15.2.1,2022,08044,"30,94"
15.2.1,2022,08045,"48,08"
15.2.1,2022,08046,"0,00"
15.2.1,2022,08047,"2,10"
15.2.1,2022,08048,"1,16"
15.2.1,2022,08049,"10,67"
15.2.1,2022,08050,"20,77"
15.2.1,2022,08051,"28,59"
15.2.1,2022,08052,"82,52"
15.2.1,2022,08053,"59,79"
15.2.1,2022,08054,"0,87"
15.2.1,2022,08055,"26,76"
15.2.1,2022,08056,"15,21"
15.2.1,2022,08057,"49,42"
15.2.1,2022,08058,"47,79"
15.2.1,2022,08059,"0,00"
15.2.1,2022,08060,"17,70"
15.2.1,2022,08061,"0,00"
15.2.1,2022,08062,"0,00"
15.2.1,2022,08063,"0,00"
15.2.1,2022,08064,"17,94"
15.2.1,2022,08065,"23,19"
15.2.1,2022,08066,"21,57"
15.2.1,2022,08067,"2,42"
15.2.1,2022,08068,"55,04"
15.2.1,2022,08069,"74,63"
15.2.1,2022,08070,"54,34"
15.2.1,2022,08071,"0,00"
15.2.1,2022,08072,"1,23"
15.2.1,2022,08073,"5,97"
15.2.1,2022,08074,"1,70"
15.2.1,2022,08075,"45,13"
15.2.1,2022,08076,"35,40"
15.2.1,2022,08077,"15,00"
15.2.1,2022,08078,"2,79"
15.2.1,2022,08079,"80,14"
15.2.1,2022,08080,"35,88"
15.2.1,2022,08081,"88,69"
15.2.1,2022,08082,"46,65"
15.2.1,2022,08083,"35,70"
15.2.1,2022,08084,"0,56"
15.2.1,2022,08085,"11,10"
15.2.1,2022,08086,"4,68"
15.2.1,2022,08087,"52,43"
15.2.1,2022,08088,"31,41"
15.2.1,2022,08089,"49,11"
15.2.1,2022,08090,"16,19"
15.2.1,2022,08091,"32,70"
15.2.1,2022,08092,"0,00"
15.2.1,2022,08093,"100,00"
15.2.1,2022,08094,"0,00"
15.2.1,2022,08095,"35,37"
15.2.1,2022,08096,"4,48"
15.2.1,2022,08097,"36,31"
15.2.1,2022,08098,"0,00"
15.2.1,2022,08099,"64,47"
15.2.1,2022,08100,"10,00"
15.2.1,2022,08101,"0,00"
15.2.1,2022,08102,"0,00"
15.2.1,2022,08103,"12,34"
15.2.1,2022,08104,"42,50"
15.2.1,2022,08105,"0,00"
15.2.1,2022,08106,"15,79"
15.2.1,2022,08107,"0,00"
15.2.1,2022,08108,"3,45"
15.2.1,2022,08109,"0,37"
15.2.1,2022,08110,"6,47"
15.2.1,2022,08111,"0,77"
15.2.1,2022,08112,"0,00"
15.2.1,2022,08113,"0,00"
15.2.1,2022,08114,"2,66"
15.2.1,2022,08115,"19,77"
15.2.1,2022,08116,"18,23"
15.2.1,2022,08117,"0,00"
15.2.1,2022,08118,"0,00"
15.2.1,2022,08119,"0,00"
15.2.1,2022,08120,"57,45"
15.2.1,2022,08121,"20,02"
15.2.1,2022,08122,"10,47"
15.2.1,2022,08123,"74,68"
15.2.1,2022,08124,"42,02"
15.2.1,2022,08125,"43,72"
15.2.1,2022,08126,"0,00"
15.2.1,2022,08127,"95,52"
15.2.1,2022,08128,"15,11"
15.2.1,2022,08129,"27,26"
15.2.1,2022,08130,"87,80"
15.2.1,2022,08131,"87,80"
15.2.1,2022,08132,"13,70"
15.2.1,2022,08133,"4,68"
15.2.1,2022,08134,"79,07"
15.2.1,2022,08135,"6,81"
15.2.1,2022,08136,"44,48"
15.2.1,2022,08137,"100,00"
15.2.1,2022,08138,"70,08"
15.2.1,2022,08139,"90,13"
15.2.1,2022,08140,"0,00"
15.2.1,2022,08141,"0,00"
15.2.1,2022,08142,"37,92"
15.2.1,2022,08143,"0,00"
15.2.1,2022,08144,"0,00"
15.2.1,2022,08145,"11,90"
15.2.1,2022,08146,"76,54"
15.2.1,2022,08147,"34,39"
15.2.1,2022,08148,"69,21"
15.2.1,2022,08149,"0,00"
15.2.1,2022,08150,"13,35"
15.2.1,2022,08151,"0,53"
15.2.1,2022,08152,"2,28"
15.2.1,2022,08153,"64,10"
