codi_indicador,any,codi_municipi,valor_final,valor_numerador,valor_denominador
13.1.1,2018,08252,Mitja,,
13.1.1,2018,08253,Mitja,,
13.1.1,2018,08254,Mitja,,
13.1.1,2018,08255,Mitja,,
13.1.1,2018,08256,Mitja,,
13.1.1,2018,08257,Alta,,
13.1.1,2018,08258,Mitja,,
13.1.1,2018,08259,Mitja,,
13.1.1,2018,08260,Mitja,,
13.1.1,2018,08261,Mitja,,
13.1.1,2018,08262,Mitja,,
13.1.1,2018,08263,Alta,,
13.1.1,2018,08264,Mitja,,
13.1.1,2018,08265,Mitja,,
13.1.1,2018,08266,Mitja,,
13.1.1,2018,08267,Mitja,,
13.1.1,2018,08268,Mitja,,
13.1.1,2018,08269,Mitja,,
13.1.1,2018,08270,Alta,,
13.1.1,2018,08271,Mitja,,
13.1.1,2018,08272,Mitja,,
13.1.1,2018,08273,Alta,,
13.1.1,2018,08274,Mitja,,
13.1.1,2018,08275,Mitja,,
13.1.1,2018,08276,Mitja,,
13.1.1,2018,08277,Alta,,
13.1.1,2018,08278,Mitja,,
13.1.1,2018,08279,Alta,,
13.1.1,2018,08280,Mitja,,
13.1.1,2018,08281,Mitja,,
13.1.1,2018,08282,Mitja,,
13.1.1,2018,08283,Mitja,,
13.1.1,2018,08284,Mitja,,
13.1.1,2018,08285,Mitja,,
13.1.1,2018,08286,Mitja,,
13.1.1,2018,08287,Mitja,,
13.1.1,2018,08288,Mitja,,
13.1.1,2018,08289,Mitja,,
13.1.1,2018,08290,Baixa,,
13.1.1,2018,08291,Mitja,,
13.1.1,2018,08292,Mitja,,
13.1.1,2018,08293,Mitja,,
13.1.1,2018,08294,Mitja,,
13.1.1,2018,08295,Mitja,,
13.1.1,2018,08296,Mitja,,
13.1.1,2018,08297,Alta,,
13.1.1,2018,08298,Mitja,,
13.1.1,2018,08299,Mitja,,
13.1.1,2018,08300,Mitja,,
13.1.1,2018,08301,Alta,,
13.1.1,2018,08302,Mitja,,
13.1.1,2018,08303,Mitja,,
13.1.1,2018,08304,Mitja,,
13.1.1,2018,08305,Alta,,
13.1.1,2018,08306,Mitja,,
13.1.1,2018,08307,Alta,,
13.1.1,2018,08308,Mitja,,
13.1.1,2018,08901,Mitja,,
13.1.1,2018,08902,Mitja,,
13.1.1,2018,08903,Mitja,,
13.1.1,2018,08904,Mitja,,
13.1.1,2018,08905,Mitja,,
13.1.1,2019,08001,,,
13.1.1,2019,08002,,,
13.1.1,2019,08003,,,
13.1.1,2019,08004,,,
13.1.1,2019,08005,,,
13.1.1,2019,08006,,,
13.1.1,2019,08007,,,
13.1.1,2019,08008,,,
13.1.1,2019,08009,,,
13.1.1,2019,08010,,,
13.1.1,2019,08011,,,
13.1.1,2019,08012,,,
13.1.1,2019,08013,,,
13.1.1,2019,08014,,,
13.1.1,2019,08015,,,
13.1.1,2019,08016,,,
13.1.1,2019,08017,,,
13.1.1,2019,08018,,,
13.1.1,2019,08019,,,
13.1.1,2019,08020,,,
13.1.1,2019,08021,,,
13.1.1,2019,08022,,,
13.1.1,2019,08023,,,
13.1.1,2019,08024,,,
13.1.1,2019,08025,,,
13.1.1,2019,08026,,,
13.1.1,2019,08027,,,
13.1.1,2019,08028,,,
13.1.1,2019,08029,,,
13.1.1,2019,08030,,,
13.1.1,2019,08031,,,
13.1.1,2019,08032,,,
13.1.1,2019,08033,,,
13.1.1,2019,08034,,,
13.1.1,2019,08035,,,
13.1.1,2019,08036,,,
13.1.1,2019,08037,,,
13.1.1,2019,08038,,,
13.1.1,2019,08039,,,
13.1.1,2019,08040,,,
13.1.1,2019,08041,,,
13.1.1,2019,08042,,,
13.1.1,2019,08043,,,
13.1.1,2019,08044,,,
13.1.1,2019,08045,,,
13.1.1,2019,08046,,,
13.1.1,2019,08047,,,
13.1.1,2019,08048,,,
13.1.1,2019,08049,,,
13.1.1,2019,08050,,,
13.1.1,2019,08051,,,
13.1.1,2019,08052,,,
13.1.1,2019,08053,,,
13.1.1,2019,08054,,,
13.1.1,2019,08055,,,
13.1.1,2019,08056,,,
13.1.1,2019,08057,,,
13.1.1,2019,08058,,,
13.1.1,2019,08059,,,
13.1.1,2019,08060,,,
13.1.1,2019,08061,,,
13.1.1,2019,08062,,,
13.1.1,2019,08063,,,
13.1.1,2019,08064,,,
13.1.1,2019,08065,,,
13.1.1,2019,08066,,,
13.1.1,2019,08067,,,
13.1.1,2019,08068,,,
13.1.1,2019,08069,,,
13.1.1,2019,08070,,,
13.1.1,2019,08071,,,
13.1.1,2019,08072,,,
13.1.1,2019,08073,,,
13.1.1,2019,08074,,,
13.1.1,2019,08075,,,
13.1.1,2019,08076,,,
13.1.1,2019,08077,,,
13.1.1,2019,08078,,,
13.1.1,2019,08079,,,
13.1.1,2019,08080,,,
13.1.1,2019,08081,,,
13.1.1,2019,08082,,,
13.1.1,2019,08083,,,
13.1.1,2019,08084,,,
13.1.1,2019,08085,,,
13.1.1,2019,08086,,,
13.1.1,2019,08087,,,
13.1.1,2019,08088,,,
13.1.1,2019,08089,,,
13.1.1,2019,08090,,,
13.1.1,2019,08091,,,
13.1.1,2019,08092,,,
13.1.1,2019,08093,,,
13.1.1,2019,08094,,,
13.1.1,2019,08095,,,
13.1.1,2019,08096,,,
13.1.1,2019,08097,,,
13.1.1,2019,08098,,,
13.1.1,2019,08099,,,
13.1.1,2019,08100,,,
13.1.1,2019,08101,,,
13.1.1,2019,08102,,,
13.1.1,2019,08103,,,
13.1.1,2019,08104,,,
13.1.1,2019,08105,,,
13.1.1,2019,08106,,,
13.1.1,2019,08107,,,
13.1.1,2019,08108,,,
13.1.1,2019,08109,,,
13.1.1,2019,08110,,,
13.1.1,2019,08111,,,
13.1.1,2019,08112,,,
13.1.1,2019,08113,,,
13.1.1,2019,08114,,,
13.1.1,2019,08115,,,
13.1.1,2019,08116,,,
13.1.1,2019,08117,,,
13.1.1,2019,08118,,,
13.1.1,2019,08119,,,
13.1.1,2019,08120,,,
13.1.1,2019,08121,,,
13.1.1,2019,08122,,,
13.1.1,2019,08123,,,
13.1.1,2019,08124,,,
13.1.1,2019,08125,,,
13.1.1,2019,08126,,,
13.1.1,2019,08127,,,
13.1.1,2019,08128,,,
13.1.1,2019,08129,,,
13.1.1,2019,08130,,,
13.1.1,2019,08131,,,
13.1.1,2019,08132,,,
13.1.1,2019,08133,,,
13.1.1,2019,08134,,,
13.1.1,2019,08135,,,
13.1.1,2019,08136,,,
13.1.1,2019,08137,,,
13.1.1,2019,08138,,,
13.1.1,2019,08139,,,
13.1.1,2019,08140,,,
13.1.1,2019,08141,,,
13.1.1,2019,08142,,,
13.1.1,2019,08143,,,
13.1.1,2019,08144,,,
13.1.1,2019,08145,,,
13.1.1,2019,08146,,,
13.1.1,2019,08147,,,
13.1.1,2019,08148,,,
13.1.1,2019,08149,,,
13.1.1,2019,08150,,,
13.1.1,2019,08151,,,
13.1.1,2019,08152,,,
13.1.1,2019,08153,,,
13.1.1,2019,08154,,,
13.1.1,2019,08155,,,
13.1.1,2019,08156,,,
13.1.1,2019,08157,,,
13.1.1,2019,08158,,,
13.1.1,2019,08159,,,
13.1.1,2019,08160,,,
13.1.1,2019,08161,,,
13.1.1,2019,08162,,,
13.1.1,2019,08163,,,
13.1.1,2019,08164,,,
13.1.1,2019,08165,,,
13.1.1,2019,08166,,,
13.1.1,2019,08167,,,
13.1.1,2019,08168,,,
13.1.1,2019,08169,,,
13.1.1,2019,08170,,,
13.1.1,2019,08171,,,
13.1.1,2019,08172,,,
13.1.1,2019,08174,,,
13.1.1,2019,08175,,,
13.1.1,2019,08176,,,
13.1.1,2019,08177,,,
13.1.1,2019,08178,,,
13.1.1,2019,08179,,,
13.1.1,2019,08180,,,
13.1.1,2019,08181,,,
13.1.1,2019,08182,,,
13.1.1,2019,08183,,,
13.1.1,2019,08184,,,
13.1.1,2019,08185,,,
13.1.1,2019,08187,,,
13.1.1,2019,08188,,,
13.1.1,2019,08189,,,
13.1.1,2019,08190,,,
13.1.1,2019,08191,,,
13.1.1,2019,08192,,,
13.1.1,2019,08193,,,
13.1.1,2019,08194,,,
13.1.1,2019,08195,,,
13.1.1,2019,08196,,,
13.1.1,2019,08197,,,
13.1.1,2019,08198,,,
13.1.1,2019,08199,,,
13.1.1,2019,08200,,,
13.1.1,2019,08201,,,
13.1.1,2019,08202,,,
13.1.1,2019,08203,,,
13.1.1,2019,08204,,,
13.1.1,2019,08205,,,
13.1.1,2019,08206,,,
13.1.1,2019,08207,,,
13.1.1,2019,08208,,,
13.1.1,2019,08209,,,
13.1.1,2019,08210,,,
13.1.1,2019,08211,,,
13.1.1,2019,08212,,,
13.1.1,2019,08213,,,
13.1.1,2019,08214,,,
13.1.1,2019,08215,,,
13.1.1,2019,08216,,,
13.1.1,2019,08217,,,
13.1.1,2019,08218,,,
13.1.1,2019,08219,,,
13.1.1,2019,08220,,,
13.1.1,2019,08221,,,
13.1.1,2019,08222,,,
13.1.1,2019,08223,,,
13.1.1,2019,08224,,,
13.1.1,2019,08225,,,
13.1.1,2019,08226,,,
13.1.1,2019,08227,,,
13.1.1,2019,08228,,,
13.1.1,2019,08229,,,
13.1.1,2019,08230,,,
13.1.1,2019,08231,,,
13.1.1,2019,08232,,,
13.1.1,2019,08233,,,
13.1.1,2019,08234,,,
13.1.1,2019,08235,,,
13.1.1,2019,08236,,,
13.1.1,2019,08237,,,
13.1.1,2019,08238,,,
13.1.1,2019,08239,,,
13.1.1,2019,08240,,,
13.1.1,2019,08241,,,
13.1.1,2019,08242,,,
13.1.1,2019,08243,,,
13.1.1,2019,08244,,,
13.1.1,2019,08245,,,
13.1.1,2019,08246,,,
13.1.1,2019,08247,,,
13.1.1,2019,08248,,,
13.1.1,2019,08249,,,
13.1.1,2019,08250,,,
13.1.1,2019,08251,,,
13.1.1,2019,08252,,,
13.1.1,2019,08253,,,
13.1.1,2019,08254,,,
13.1.1,2019,08255,,,
13.1.1,2019,08256,,,
13.1.1,2019,08257,,,
13.1.1,2019,08258,,,
13.1.1,2019,08259,,,
13.1.1,2019,08260,,,
13.1.1,2019,08261,,,
13.1.1,2019,08262,,,
13.1.1,2019,08263,,,
13.1.1,2019,08264,,,
13.1.1,2019,08265,,,
13.1.1,2019,08266,,,
13.1.1,2019,08267,,,
13.1.1,2019,08268,,,
13.1.1,2019,08269,,,
13.1.1,2019,08270,,,
13.1.1,2019,08271,,,
13.1.1,2019,08272,,,
13.1.1,2019,08273,,,
13.1.1,2019,08274,,,
13.1.1,2019,08275,,,
13.1.1,2019,08276,,,
13.1.1,2019,08277,,,
13.1.1,2019,08278,,,
13.1.1,2019,08279,,,
13.1.1,2019,08280,,,
13.1.1,2019,08281,,,
13.1.1,2019,08282,,,
13.1.1,2019,08283,,,
13.1.1,2019,08284,,,
13.1.1,2019,08285,,,
13.1.1,2019,08286,,,
13.1.1,2019,08287,,,
13.1.1,2019,08288,,,
13.1.1,2019,08289,,,
13.1.1,2019,08290,,,
13.1.1,2019,08291,,,
13.1.1,2019,08292,,,
13.1.1,2019,08293,,,
13.1.1,2019,08294,,,
13.1.1,2019,08295,,,
13.1.1,2019,08296,,,
13.1.1,2019,08297,,,
13.1.1,2019,08298,,,
13.1.1,2019,08299,,,
13.1.1,2019,08300,,,
13.1.1,2019,08301,,,
13.1.1,2019,08302,,,
13.1.1,2019,08303,,,
13.1.1,2019,08304,,,
13.1.1,2019,08305,,,
13.1.1,2019,08306,,,
13.1.1,2019,08307,,,
13.1.1,2019,08308,,,
13.1.1,2019,08901,,,
13.1.1,2019,08902,,,
13.1.1,2019,08903,,,
13.1.1,2019,08904,,,
13.1.1,2019,08905,,,
13.1.1,2020,08001,,,
13.1.1,2020,08002,,,
13.1.1,2020,08003,,,
13.1.1,2020,08004,,,
13.1.1,2020,08005,,,
13.1.1,2020,08006,,,
13.1.1,2020,08007,,,
13.1.1,2020,08008,,,
13.1.1,2020,08009,,,
13.1.1,2020,08010,,,
13.1.1,2020,08011,,,
13.1.1,2020,08012,,,
13.1.1,2020,08013,,,
13.1.1,2020,08014,,,
13.1.1,2020,08015,,,
13.1.1,2020,08016,,,
13.1.1,2020,08017,,,
13.1.1,2020,08018,,,
13.1.1,2020,08019,,,
13.1.1,2020,08020,,,
13.1.1,2020,08021,,,
13.1.1,2020,08022,,,
13.1.1,2020,08023,,,
13.1.1,2020,08024,,,
13.1.1,2020,08025,,,
13.1.1,2020,08026,,,
13.1.1,2020,08027,,,
13.1.1,2020,08028,,,
13.1.1,2020,08029,,,
13.1.1,2020,08030,,,
13.1.1,2020,08031,,,
13.1.1,2020,08032,,,
13.1.1,2020,08033,,,
13.1.1,2020,08034,,,
13.1.1,2020,08035,,,
13.1.1,2020,08036,,,
13.1.1,2020,08037,,,
13.1.1,2020,08038,,,
13.1.1,2020,08039,,,
13.1.1,2020,08040,,,
13.1.1,2020,08041,,,
13.1.1,2020,08042,,,
13.1.1,2020,08043,,,
13.1.1,2020,08044,,,
13.1.1,2020,08045,,,
13.1.1,2020,08046,,,
13.1.1,2020,08047,,,
13.1.1,2020,08048,,,
13.1.1,2020,08049,,,
13.1.1,2020,08050,,,
13.1.1,2020,08051,,,
13.1.1,2020,08052,,,
13.1.1,2020,08053,,,
13.1.1,2020,08054,,,
13.1.1,2020,08055,,,
13.1.1,2020,08056,,,
13.1.1,2020,08057,,,
13.1.1,2020,08058,,,
13.1.1,2020,08059,,,
13.1.1,2020,08060,,,
13.1.1,2020,08061,,,
13.1.1,2020,08062,,,
13.1.1,2020,08063,,,
13.1.1,2020,08064,,,
13.1.1,2020,08065,,,
13.1.1,2020,08066,,,
13.1.1,2020,08067,,,
13.1.1,2020,08068,,,
13.1.1,2020,08069,,,
13.1.1,2020,08070,,,
13.1.1,2020,08071,,,
13.1.1,2020,08072,,,
13.1.1,2020,08073,,,
13.1.1,2020,08074,,,
13.1.1,2020,08075,,,
13.1.1,2020,08076,,,
13.1.1,2020,08077,,,
13.1.1,2020,08078,,,
13.1.1,2020,08079,,,
13.1.1,2020,08080,,,
13.1.1,2020,08081,,,
13.1.1,2020,08082,,,
13.1.1,2020,08083,,,
13.1.1,2020,08084,,,
13.1.1,2020,08085,,,
13.1.1,2020,08086,,,
13.1.1,2020,08087,,,
13.1.1,2020,08088,,,
13.1.1,2020,08089,,,
13.1.1,2020,08090,,,
13.1.1,2020,08091,,,
13.1.1,2020,08092,,,
13.1.1,2020,08093,,,
13.1.1,2020,08094,,,
13.1.1,2020,08095,,,
13.1.1,2020,08096,,,
13.1.1,2020,08097,,,
13.1.1,2020,08098,,,
13.1.1,2020,08099,,,
13.1.1,2020,08100,,,
13.1.1,2020,08101,,,
13.1.1,2020,08102,,,
13.1.1,2020,08103,,,
13.1.1,2020,08104,,,
13.1.1,2020,08105,,,
13.1.1,2020,08106,,,
13.1.1,2020,08107,,,
13.1.1,2020,08108,,,
13.1.1,2020,08109,,,
13.1.1,2020,08110,,,
13.1.1,2020,08111,,,
13.1.1,2020,08112,,,
13.1.1,2020,08113,,,
13.1.1,2020,08114,,,
13.1.1,2020,08115,,,
13.1.1,2020,08116,,,
13.1.1,2020,08117,,,
13.1.1,2020,08118,,,
13.1.1,2020,08119,,,
13.1.1,2020,08120,,,
13.1.1,2020,08121,,,
13.1.1,2020,08122,,,
13.1.1,2020,08123,,,
13.1.1,2020,08124,,,
13.1.1,2020,08125,,,
13.1.1,2020,08126,,,
13.1.1,2020,08127,,,
13.1.1,2020,08128,,,
13.1.1,2020,08129,,,
13.1.1,2020,08130,,,
13.1.1,2020,08131,,,
13.1.1,2020,08132,,,
13.1.1,2020,08133,,,
13.1.1,2020,08134,,,
13.1.1,2020,08135,,,
13.1.1,2020,08136,,,
13.1.1,2020,08137,,,
13.1.1,2020,08138,,,
13.1.1,2020,08139,,,
13.1.1,2020,08140,,,
13.1.1,2020,08141,,,
13.1.1,2020,08142,,,
13.1.1,2020,08143,,,
13.1.1,2020,08144,,,
13.1.1,2020,08145,,,
13.1.1,2020,08146,,,
13.1.1,2020,08147,,,
13.1.1,2020,08148,,,
13.1.1,2020,08149,,,
13.1.1,2020,08150,,,
13.1.1,2020,08151,,,
13.1.1,2020,08152,,,
13.1.1,2020,08153,,,
13.1.1,2020,08154,,,
13.1.1,2020,08155,,,
13.1.1,2020,08156,,,
13.1.1,2020,08157,,,
13.1.1,2020,08158,,,
13.1.1,2020,08159,,,
13.1.1,2020,08160,,,
13.1.1,2020,08161,,,
13.1.1,2020,08162,,,
13.1.1,2020,08163,,,
13.1.1,2020,08164,,,
13.1.1,2020,08165,,,
13.1.1,2020,08166,,,
13.1.1,2020,08167,,,
13.1.1,2020,08168,,,
13.1.1,2020,08169,,,
13.1.1,2020,08170,,,
13.1.1,2020,08171,,,
13.1.1,2020,08172,,,
13.1.1,2020,08174,,,
13.1.1,2020,08175,,,
13.1.1,2020,08176,,,
13.1.1,2020,08177,,,
13.1.1,2020,08178,,,
13.1.1,2020,08179,,,
13.1.1,2020,08180,,,
13.1.1,2020,08181,,,
13.1.1,2020,08182,,,
13.1.1,2020,08183,,,
13.1.1,2020,08184,,,
13.1.1,2020,08185,,,
13.1.1,2020,08187,,,
13.1.1,2020,08188,,,
13.1.1,2020,08189,,,
13.1.1,2020,08190,,,
13.1.1,2020,08191,,,
13.1.1,2020,08192,,,
13.1.1,2020,08193,,,
13.1.1,2020,08194,,,
13.1.1,2020,08195,,,
13.1.1,2020,08196,,,
13.1.1,2020,08197,,,
13.1.1,2020,08198,,,
13.1.1,2020,08199,,,
13.1.1,2020,08200,,,
13.1.1,2020,08201,,,
13.1.1,2020,08202,,,
13.1.1,2020,08203,,,
13.1.1,2020,08204,,,
13.1.1,2020,08205,,,
13.1.1,2020,08206,,,
13.1.1,2020,08207,,,
13.1.1,2020,08208,,,
13.1.1,2020,08209,,,
13.1.1,2020,08210,,,
13.1.1,2020,08211,,,
13.1.1,2020,08212,,,
13.1.1,2020,08213,,,
13.1.1,2020,08214,,,
13.1.1,2020,08215,,,
13.1.1,2020,08216,,,
13.1.1,2020,08217,,,
13.1.1,2020,08218,,,
13.1.1,2020,08219,,,
13.1.1,2020,08220,,,
13.1.1,2020,08221,,,
13.1.1,2020,08222,,,
13.1.1,2020,08223,,,
13.1.1,2020,08224,,,
13.1.1,2020,08225,,,
13.1.1,2020,08226,,,
