codi_indicador,any,codi_municipi,valor_final
15.1.2,2020,08001,0
15.1.2,2020,08002,0
15.1.2,2020,08003,"23,60975691"
15.1.2,2020,08004,0
15.1.2,2020,08005,0
15.1.2,2020,08006,0
15.1.2,2020,08007,"18,49873009"
15.1.2,2020,08008,0
15.1.2,2020,08009,"31,3909939"
15.1.2,2020,08010,0
15.1.2,2020,08011,0
15.1.2,2020,08012,0
15.1.2,2020,08013,"13,48837631"
15.1.2,2020,08014,"68,45416204"
15.1.2,2020,08015,"34,87196713"
15.1.2,2020,08016,"83,27341122"
15.1.2,2020,08017,0
15.1.2,2020,08018,0
15.1.2,2020,08019,"16,55001841"
15.1.2,2020,08020,"58,33565509"
15.1.2,2020,08021,0
15.1.2,2020,08022,0
15.1.2,2020,08023,0
15.1.2,2020,08024,0
15.1.2,2020,08025,"54,33670551"
15.1.2,2020,08026,"84,96434061"
15.1.2,2020,08027,0
15.1.2,2020,08028,0
15.1.2,2020,08029,"19,92303994"
15.1.2,2020,08030,"21,79040163"
15.1.2,2020,08031,0
15.1.2,2020,08032,0
15.1.2,2020,08033,0
15.1.2,2020,08034,0
15.1.2,2020,08035,0
15.1.2,2020,08036,0
15.1.2,2020,08037,0
15.1.2,2020,08038,0
15.1.2,2020,08039,"27,74067229"
15.1.2,2020,08040,0
15.1.2,2020,08041,"1,118154233"
15.1.2,2020,08042,"61,43052897"
15.1.2,2020,08043,"22,87300111"
15.1.2,2020,08044,0
15.1.2,2020,08045,0
15.1.2,2020,08046,0
15.1.2,2020,08047,0
15.1.2,2020,08048,0
15.1.2,2020,08049,0
15.1.2,2020,08050,0
15.1.2,2020,08051,"28,59085332"
15.1.2,2020,08052,"69,23561029"
15.1.2,2020,08053,"39,80633594"
15.1.2,2020,08054,0
15.1.2,2020,08055,0
15.1.2,2020,08056,"15,20952041"
15.1.2,2020,08057,0
15.1.2,2020,08058,"47,7896462"
15.1.2,2020,08059,0
15.1.2,2020,08060,0
15.1.2,2020,08061,0
15.1.2,2020,08062,0
15.1.2,2020,08063,0
15.1.2,2020,08064,0
15.1.2,2020,08065,0
15.1.2,2020,08066,0
15.1.2,2020,08067,0
15.1.2,2020,08068,0
15.1.2,2020,08069,0
15.1.2,2020,08070,"74,62518772"
15.1.2,2020,08071,0
15.1.2,2020,08072,0
15.1.2,2020,08073,"5,972619997"
15.1.2,2020,08074,"0,9172352058"
15.1.2,2020,08075,"45,13102442"
15.1.2,2020,08076,0
15.1.2,2020,08077,"15,0021082"
15.1.2,2020,08078,0
15.1.2,2020,08079,0
15.1.2,2020,08080,0
15.1.2,2020,08081,"88,69063181"
15.1.2,2020,08082,"44,99642513"
15.1.2,2020,08083,"35,69588762"
15.1.2,2020,08084,0
15.1.2,2020,08085,0
15.1.2,2020,08086,"4,683369214"
15.1.2,2020,08087,0
15.1.2,2020,08088,"19,92833476"
15.1.2,2020,08089,"49,10781183"
15.1.2,2020,08090,0
15.1.2,2020,08091,0
15.1.2,2020,08092,0
15.1.2,2020,08093,"99,99999999"
15.1.2,2020,08094,0
15.1.2,2020,08095,"16,8221675"
15.1.2,2020,08096,"4,480348175"
15.1.2,2020,08097,"36,30722143"
15.1.2,2020,08098,0
15.1.2,2020,08099,"61,82862839"
15.1.2,2020,08100,0
15.1.2,2020,08101,0
15.1.2,2020,08102,0
15.1.2,2020,08103,0
15.1.2,2020,08104,0
15.1.2,2020,08105,0
15.1.2,2020,08106,"15,54682048"
15.1.2,2020,08107,0
15.1.2,2020,08108,"3,445171804"
15.1.2,2020,08109,0
15.1.2,2020,08110,0
15.1.2,2020,08111,0
15.1.2,2020,08112,0
15.1.2,2020,08113,0
15.1.2,2020,08114,0
15.1.2,2020,08115,"2,951733363"
15.1.2,2020,08116,0
15.1.2,2020,08117,0
15.1.2,2020,08118,0
15.1.2,2020,08119,0
15.1.2,2020,08120,"57,26130493"
15.1.2,2020,08121,"19,40363121"
15.1.2,2020,08122,0
15.1.2,2020,08123,"74,68321207"
15.1.2,2020,08124,"42,01530025"
15.1.2,2020,08125,"43,71889401"
15.1.2,2020,08126,0
15.1.2,2020,08127,"95,52246444"
15.1.2,2020,08128,"14,87506449"
15.1.2,2020,08129,0
15.1.2,2020,08130,0
15.1.2,2020,08131,"82,35916021"
15.1.2,2020,08132,0
15.1.2,2020,08133,0
15.1.2,2020,08134,"37,30187526"
15.1.2,2020,08135,"6,805919126"
15.1.2,2020,08136,"2,302848752"
15.1.2,2020,08137,100
15.1.2,2020,08138,0
15.1.2,2020,08139,"90,13480256"
15.1.2,2020,08140,0
15.1.2,2020,08141,0
15.1.2,2020,08142,0
15.1.2,2020,08143,0
15.1.2,2020,08144,0
15.1.2,2020,08145,"11,47641246"
15.1.2,2020,08146,"23,17538008"
15.1.2,2020,08147,0
15.1.2,2020,08148,"56,69495369"
15.1.2,2020,08149,0
15.1.2,2020,08150,0
15.1.2,2020,08151,0
15.1.2,2020,08152,0
