codi_indicador,any,codi_municipi,nom_municipi,valor_final
9.8,2022,8252,Barberà del Vallès,"1,00"
9.8,2022,8253,Santa Maria de Besora,"0,01"
9.8,2022,8254,L'Esquirol,"0,92"
9.8,2022,8255,Santa Maria de Merlès,"0,00"
9.8,2022,8256,Santa Maria de Martorelles,"0,98"
9.8,2022,8257,Santa Maria de Miralles,"0,00"
9.8,2022,8258,Santa Maria d'Oló,"0,00"
9.8,2022,8259,Santa Maria de Palautordera,"0,96"
9.8,2022,8260,Santa Perpètua de Mogoda,"1,00"
9.8,2022,8261,Santa Susanna,"0,95"
9.8,2022,8262,Sant Vicenç de Castellet,"0,99"
9.8,2022,8263,Sant Vicenç dels Horts,"1,00"
9.8,2022,8264,Sant Vicenç de Montalt,"0,97"
9.8,2022,8265,Sant Vicenç de Torelló,"0,96"
9.8,2022,8266,Cerdanyola del Vallès,"1,00"
9.8,2022,8267,Sentmenat,"0,97"
9.8,2022,8268,Cercs,"0,60"
9.8,2022,8269,Seva,"0,96"
9.8,2022,8270,Sitges,"0,99"
9.8,2022,8271,Sobremunt,"0,00"
9.8,2022,8272,Sora,"0,01"
9.8,2022,8273,Subirats,"0,95"
9.8,2022,8274,Súria,"0,95"
9.8,2022,8275,Tavèrnoles,"0,57"
9.8,2022,8276,Tagamanent,"0,15"
9.8,2022,8277,Talamanca,"0,03"
9.8,2022,8278,Taradell,"0,94"
9.8,2022,8279,Terrassa,"1,00"
9.8,2022,8280,Tavertet,"0,00"
9.8,2022,8281,Teià,"0,99"
9.8,2022,8282,Tiana,"0,99"
9.8,2022,8283,Tona,"0,98"
9.8,2022,8284,Tordera,"0,80"
9.8,2022,8285,Torelló,"1,00"
9.8,2022,8286,La Torre de Claramunt,"0,52"
9.8,2022,8287,Torrelavit,"0,85"
9.8,2022,8288,Torrelles de Foix,"0,88"
9.8,2022,8289,Torrelles de Llobregat,"0,97"
9.8,2022,8290,Ullastrell,"0,93"
9.8,2022,8291,Vacarisses,"0,99"
9.8,2022,8292,Vallbona d'Anoia,"0,98"
9.8,2022,8293,Vallcebre,"0,00"
9.8,2022,8294,Vallgorguina,"0,81"
9.8,2022,8295,Vallirana,"0,99"
9.8,2022,8296,Vallromanes,"0,88"
9.8,2022,8297,Veciana,"0,00"
9.8,2022,8298,Vic,"0,99"
9.8,2022,8299,Vilada,"0,00"
9.8,2022,8300,Viladecavalls,"0,97"
9.8,2022,8301,Viladecans,"1,00"
9.8,2022,8302,Vilanova del Camí,"1,00"
9.8,2022,8303,Vilanova de Sau,"0,00"
9.8,2022,8304,Vilobí del Penedès,"0,90"
9.8,2022,8305,Vilafranca del Penedès,"0,99"
9.8,2022,8306,Vilalba Sasserra,"0,94"
9.8,2022,8307,Vilanova i la Geltrú,"0,97"
9.8,2022,8308,Viver i Serrateix,"0,00"
9.8,2022,8901,Rupit i Pruit,"0,00"
9.8,2022,8902,Vilanova del Vallès,"0,98"
9.8,2022,8903,Sant Julià de Cerdanyola,"0,00"
9.8,2022,8904,Badia del Vallès,"1,00"
9.8,2022,8905,La Palma de Cervelló,"0,98"
9.8,2023,8001,Abrera,"0,99"
9.8,2023,8002,Aguilar de Segarra,"0,48"
9.8,2023,8003,Alella,"0,97"
9.8,2023,8004,Alpens,"0,99"
9.8,2023,8005,L'Ametlla del Vallès,"0,95"
9.8,2023,8006,Arenys de Mar,"0,97"
9.8,2023,8007,Arenys de Munt,"0,94"
9.8,2023,8008,Argençola,"0,10"
9.8,2023,8009,Argentona,"0,97"
9.8,2023,8010,Artés,"0,99"
9.8,2023,8011,Avià,"0,91"
9.8,2023,8012,Avinyó,"0,91"
9.8,2023,8013,Avinyonet del Penedès,"0,98"
9.8,2023,8014,Aiguafreda,"0,99"
9.8,2023,8015,Badalona,"1,00"
9.8,2023,8016,Bagà,"0,85"
9.8,2023,8017,Balenyà,"0,98"
9.8,2023,8018,Balsareny,"0,98"
9.8,2023,8019,Barcelona,"1,00"
9.8,2023,8020,Begues,"0,97"
9.8,2023,8021,Bellprat,"0,00"
9.8,2023,8022,Berga,"0,99"
9.8,2023,8023,Bigues i Riells del Fai,"0,91"
9.8,2023,8024,Borredà,"0,94"
9.8,2023,8025,El Bruc,"0,94"
9.8,2023,8026,El Brull,"0,15"
9.8,2023,8027,Les Cabanyes,"1,00"
9.8,2023,8028,Cabrera d'Anoia,"0,97"
9.8,2023,8029,Cabrera de Mar,"0,92"
9.8,2023,8030,Cabrils,"0,97"
9.8,2023,8031,Calaf,"0,98"
9.8,2023,8032,Caldes d'Estrac,"0,99"
9.8,2023,8033,Caldes de Montbui,"0,98"
9.8,2023,8034,Calders,"0,98"
9.8,2023,8035,Calella,"1,00"
9.8,2023,8036,Calonge de Segarra,"0,11"
9.8,2023,8037,Calldetenes,"0,98"
9.8,2023,8038,Callús,"0,97"
9.8,2023,8039,Campins,"0,00"
9.8,2023,8040,Canet de Mar,"1,00"
9.8,2023,8041,Canovelles,"0,99"
9.8,2023,8042,Cànoves i Samalús,"0,81"
9.8,2023,8043,Canyelles,"0,98"
9.8,2023,8044,Capellades,"1,00"
9.8,2023,8045,Capolat,"0,17"
9.8,2023,8046,Cardedeu,"1,00"
9.8,2023,8047,Cardona,"0,69"
9.8,2023,8048,Carme,"1,00"
9.8,2023,8049,Casserres,"0,62"
9.8,2023,8050,Castellar del Riu,"0,02"
9.8,2023,8051,Castellar del Vallès,"0,98"
9.8,2023,8052,Castellar de n'Hug,"0,00"
9.8,2023,8053,Castellbell i el Vilar,"0,89"
9.8,2023,8054,Castellbisbal,"0,98"
9.8,2023,8055,Castellcir,"0,65"
9.8,2023,8056,Castelldefels,"1,00"
9.8,2023,8057,Castell de l'Areny,"0,82"
9.8,2023,8058,Castellet i la Gornal,"0,79"
9.8,2023,8059,Castellfollit del Boix,"0,00"
9.8,2023,8060,Castellfollit de Riubregós,"0,00"
9.8,2023,8061,Castellgalí,"0,92"
9.8,2023,8062,Castellnou de Bages,"0,79"
9.8,2023,8063,Castellolí,"0,93"
9.8,2023,8064,Castellterçol,"0,97"
9.8,2023,8065,Castellví de la Marca,"0,91"
9.8,2023,8066,Castellví de Rosanes,"0,88"
9.8,2023,8067,Centelles,"0,96"
9.8,2023,8068,Cervelló,"0,97"
9.8,2023,8069,Collbató,"0,99"
9.8,2023,8070,Collsuspina,"0,85"
9.8,2023,8071,Copons,"0,88"
9.8,2023,8072,Corbera de Llobregat,"0,97"
9.8,2023,8073,Cornellà de Llobregat,"1,00"
9.8,2023,8074,Cubelles,"0,99"
9.8,2023,8075,Dosrius,"0,95"
9.8,2023,8076,Esparreguera,"0,99"
9.8,2023,8077,Esplugues de Llobregat,"1,00"
9.8,2023,8078,L'Espunyola,"0,00"
9.8,2023,8079,L'Estany,"0,99"
9.8,2023,8080,Fígols,"0,00"
9.8,2023,8081,Fogars de Montclús,"0,11"
9.8,2023,8082,Fogars de la Selva,"0,81"
9.8,2023,8083,Folgueroles,"0,99"
9.8,2023,8084,Fonollosa,"0,49"
9.8,2023,8085,Font-rubí,"0,91"
9.8,2023,8086,Les Franqueses del Vallès,"0,95"
9.8,2023,8087,Gallifa,"0,21"
9.8,2023,8088,La Garriga,"0,98"
9.8,2023,8089,Gavà,"0,99"
9.8,2023,8090,Gaià,"0,13"
9.8,2023,8091,Gelida,"0,93"
9.8,2023,8092,Gironella,"0,98"
9.8,2023,8093,Gisclareny,"0,00"
9.8,2023,8094,La Granada,"0,99"
9.8,2023,8095,Granera,"0,00"
9.8,2023,8096,Granollers,"1,00"
9.8,2023,8097,Gualba,"0,83"
9.8,2023,8098,Sant Salvador de Guardiola,"0,73"
9.8,2023,8099,Guardiola de Berguedà,"0,89"
9.8,2023,8100,Gurb,"0,76"
9.8,2023,8101,L'Hospitalet de Llobregat,"1,00"
9.8,2023,8102,Igualada,"1,00"
9.8,2023,8103,Jorba,"0,85"
9.8,2023,8104,La Llacuna,"0,88"
9.8,2023,8105,La Llagosta,"1,00"
9.8,2023,8106,Llinars del Vallès,"0,96"
9.8,2023,8107,Lliçà d'Amunt,"0,97"
9.8,2023,8108,Lliçà de Vall,"0,89"
9.8,2023,8109,Lluçà,"0,59"
9.8,2023,8110,Malgrat de Mar,"0,99"
9.8,2023,8111,Malla,"0,81"
9.8,2023,8112,Manlleu,"0,99"
9.8,2023,8113,Manresa,"1,00"
9.8,2023,8114,Martorell,"1,00"
9.8,2023,8115,Martorelles,"0,98"
9.8,2023,8116,Les Masies de Roda,"0,92"
9.8,2023,8117,Les Masies de Voltregà,"0,91"
9.8,2023,8118,El Masnou,"1,00"
9.8,2023,8119,Masquefa,"1,00"
9.8,2023,8120,Matadepera,"0,94"
9.8,2023,8121,Mataró,"1,00"
9.8,2023,8122,Mediona,"0,95"
9.8,2023,8123,Molins de Rei,"0,99"
9.8,2023,8124,Mollet del Vallès,"1,00"
9.8,2023,8125,Montcada i Reixac,"0,98"
9.8,2023,8126,Montgat,"1,00"
9.8,2023,8127,Monistrol de Montserrat,"0,97"
9.8,2023,8128,Monistrol de Calders,"0,94"
9.8,2023,8129,Muntanyola,"0,95"
9.8,2023,8130,Montclar,"0,01"
9.8,2023,8131,Montesquiu,"0,93"
9.8,2023,8132,Montmajor,"0,00"
9.8,2023,8133,Montmaneu,"0,00"
9.8,2023,8134,Figaró-Montmany,"0,91"
9.8,2023,8135,Montmeló,"1,00"
9.8,2023,8136,Montornès del Vallès,"0,99"
9.8,2023,8137,Montseny,"0,02"
9.8,2023,8138,Moià,"0,99"
9.8,2023,8139,Mura,"0,00"
9.8,2023,8140,Navarcles,"1,00"
9.8,2023,8141,Navàs,"0,95"
9.8,2023,8142,La Nou de Berguedà,"0,00"
9.8,2023,8143,Òdena,"0,99"
9.8,2023,8144,Olvan,"0,45"
9.8,2023,8145,Olèrdola,"0,95"
9.8,2023,8146,Olesa de Bonesvalls,"0,94"
9.8,2023,8147,Olesa de Montserrat,"0,99"
9.8,2023,8148,Olivella,"0,98"
9.8,2023,8149,Olost,"0,92"
9.8,2023,8150,Orís,"0,87"
9.8,2023,8151,Oristà,"0,69"
9.8,2023,8152,Orpí,"0,93"
9.8,2023,8153,Òrrius,"0,95"
9.8,2023,8154,Pacs del Penedès,"0,91"
9.8,2023,8155,Palafolls,"0,94"
9.8,2023,8156,Palau-solità i Plegamans,"0,97"
9.8,2023,8157,Pallejà,"0,99"
9.8,2023,8158,El Papiol,"0,99"
9.8,2023,8159,Parets del Vallès,"0,99"
9.8,2023,8160,Perafita,"0,80"
9.8,2023,8161,Piera,"0,99"
9.8,2023,8162,Els Hostalets de Pierola,"0,92"
9.8,2023,8163,Pineda de Mar,"1,00"
9.8,2023,8164,El Pla del Penedès,"0,97"
9.8,2023,8165,La Pobla de Claramunt,"1,00"
9.8,2023,8166,La Pobla de Lillet,"0,95"
9.8,2023,8167,Polinyà,"0,99"
9.8,2023,8168,Pontons,"0,00"
9.8,2023,8169,El Prat de Llobregat,"1,00"
9.8,2023,8170,Els Prats de Rei,"0,83"
9.8,2023,8171,Prats de Lluçanès,"0,97"
9.8,2023,8172,Premià de Mar,"1,00"
9.8,2023,8174,Puigdàlber,"1,00"
9.8,2023,8175,Puig-reig,"0,90"
9.8,2023,8176,Pujalt,"0,71"
9.8,2023,8177,La Quar,"0,00"
9.8,2023,8178,Rajadell,"0,00"
9.8,2023,8179,Rellinars,"0,90"
9.8,2023,8180,Ripollet,"1,00"
9.8,2023,8181,La Roca del Vallès,"0,95"
9.8,2023,8182,El Pont de Vilomara i Rocafort,"0,81"
9.8,2023,8183,Roda de Ter,"1,00"
9.8,2023,8184,Rubí,"0,99"
9.8,2023,8185,Rubió,"0,24"
9.8,2023,8187,Sabadell,"1,00"
9.8,2023,8188,Sagàs,"0,00"
9.8,2023,8189,Sant Pere Sallavinera,"0,21"
9.8,2023,8190,Saldes,"0,00"
9.8,2023,8191,Sallent,"0,98"
9.8,2023,8192,Santpedor,"0,99"
9.8,2023,8193,Sant Iscle de Vallalta,"0,80"
9.8,2023,8194,Sant Adrià de Besòs,"1,00"
9.8,2023,8195,Sant Agustí de Lluçanès,"0,81"
9.8,2023,8196,Sant Andreu de la Barca,"1,00"
9.8,2023,8197,Sant Andreu de Llavaneres,"0,94"
9.8,2023,8198,Sant Antoni de Vilamajor,"0,95"
9.8,2023,8199,Sant Bartomeu del Grau,"0,86"
9.8,2023,8200,Sant Boi de Llobregat,"1,00"
9.8,2023,8201,Sant Boi de Lluçanès,"0,94"
9.8,2023,8202,Sant Celoni,"0,97"
9.8,2023,8203,Sant Cebrià de Vallalta,"0,92"
9.8,2023,8204,Sant Climent de Llobregat,"0,88"
9.8,2023,8205,Sant Cugat del Vallès,"0,97"
9.8,2023,8206,Sant Cugat Sesgarrigues,"0,97"
9.8,2023,8207,Sant Esteve de Palautordera,"0,94"
9.8,2023,8208,Sant Esteve Sesrovires,"0,98"
9.8,2023,8209,Sant Fost de Campsentelles,"0,92"
9.8,2023,8210,Sant Feliu de Codines,"0,98"
9.8,2023,8211,Sant Feliu de Llobregat,"1,00"
9.8,2023,8212,Sant Feliu Sasserra,"0,94"
9.8,2023,8213,Sant Fruitós de Bages,"0,97"
9.8,2023,8214,Vilassar de Dalt,"0,99"
9.8,2023,8215,Sant Hipòlit de Voltregà,"1,00"
9.8,2023,8216,Sant Jaume de Frontanyà,"0,00"
9.8,2023,8217,Sant Joan Despí,"1,00"
9.8,2023,8218,Sant Joan de Vilatorrada,"1,00"
9.8,2023,8219,Vilassar de Mar,"0,98"
9.8,2023,8220,Sant Julià de Vilatorta,"0,98"
9.8,2023,8221,Sant Just Desvern,"0,99"
9.8,2023,8222,Sant Llorenç d'Hortons,"0,90"
9.8,2023,8223,Sant Llorenç Savall,"0,90"
9.8,2023,8224,Sant Martí de Centelles,"0,91"
9.8,2023,8225,Sant Martí d'Albars,"0,77"
9.8,2023,8226,Sant Martí de Tous,"0,91"
9.8,2023,8227,Sant Martí Sarroca,"0,90"
9.8,2023,8228,Sant Martí Sesgueioles,"0,90"
9.8,2023,8229,Sant Mateu de Bages,"0,00"
9.8,2023,8230,Premià de Dalt,"0,99"
9.8,2023,8231,Sant Pere de Ribes,"0,97"
9.8,2023,8232,Sant Pere de Riudebitlles,"0,98"
9.8,2023,8233,Sant Pere de Torelló,"0,99"
9.8,2023,8234,Sant Pere de Vilamajor,"0,87"
9.8,2023,8235,Sant Pol de Mar,"0,96"
9.8,2023,8236,Sant Quintí de Mediona,"0,99"
9.8,2023,8237,Sant Quirze de Besora,"0,99"
9.8,2023,8238,Sant Quirze del Vallès,"0,99"
9.8,2023,8239,Sant Quirze Safaja,"0,66"
9.8,2023,8240,Sant Sadurní d'Anoia,"0,98"
9.8,2023,8241,Sant Sadurní d'Osormort,"0,86"
9.8,2023,8242,Marganell,"0,03"
9.8,2023,8243,Santa Cecília de Voltregà,"0,66"
9.8,2023,8244,Santa Coloma de Cervelló,"0,99"
9.8,2023,8245,Santa Coloma de Gramenet,"1,00"
9.8,2023,8246,Santa Eugènia de Berga,"0,94"
9.8,2023,8247,Santa Eulàlia de Riuprimer,"0,99"
9.8,2023,8248,Santa Eulàlia de Ronçana,"0,94"
9.8,2023,8249,Santa Fe del Penedès,"0,98"
9.8,2023,8250,Santa Margarida de Montbui,"0,99"
9.8,2023,8251,Santa Margarida i els Monjos,"0,97"
9.8,2023,8252,Barberà del Vallès,"1,00"
9.8,2023,8253,Santa Maria de Besora,"0,84"
9.8,2023,8254,L'Esquirol,"0,97"
9.8,2023,8255,Santa Maria de Merlès,"0,00"
9.8,2023,8256,Santa Maria de Martorelles,"0,96"
9.8,2023,8257,Santa Maria de Miralles,"0,07"
9.8,2023,8258,Santa Maria d'Oló,"0,95"
9.8,2023,8259,Santa Maria de Palautordera,"0,96"
9.8,2023,8260,Santa Perpètua de Mogoda,"1,00"
9.8,2023,8261,Santa Susanna,"0,94"
9.8,2023,8262,Sant Vicenç de Castellet,"0,99"
9.8,2023,8263,Sant Vicenç dels Horts,"0,99"
9.8,2023,8264,Sant Vicenç de Montalt,"0,97"
9.8,2023,8265,Sant Vicenç de Torelló,"0,97"
9.8,2023,8266,Cerdanyola del Vallès,"0,99"
9.8,2023,8267,Sentmenat,"0,96"
9.8,2023,8268,Cercs,"0,60"
9.8,2023,8269,Seva,"0,94"
9.8,2023,8270,Sitges,"0,99"
9.8,2023,8271,Sobremunt,"0,90"
9.8,2023,8272,Sora,"0,54"
9.8,2023,8273,Subirats,"0,95"
9.8,2023,8274,Súria,"0,96"
9.8,2023,8275,Tavèrnoles,"0,78"
9.8,2023,8276,Tagamanent,"0,15"
9.8,2023,8277,Talamanca,"0,53"
9.8,2023,8278,Taradell,"0,97"
9.8,2023,8279,Terrassa,"1,00"
9.8,2023,8280,Tavertet,"0,77"
9.8,2023,8281,Teià,"0,99"
9.8,2023,8282,Tiana,"0,98"
9.8,2023,8283,Tona,"0,98"
9.8,2023,8284,Tordera,"0,82"
9.8,2023,8285,Torelló,"1,00"
9.8,2023,8286,La Torre de Claramunt,"1,00"
9.8,2023,8287,Torrelavit,"0,86"
9.8,2023,8288,Torrelles de Foix,"0,90"
9.8,2023,8289,Torrelles de Llobregat,"0,98"
9.8,2023,8290,Ullastrell,"0,98"
9.8,2023,8291,Vacarisses,"0,97"
9.8,2023,8292,Vallbona d'Anoia,"1,00"
9.8,2023,8293,Vallcebre,"0,00"
9.8,2023,8294,Vallgorguina,"0,73"
9.8,2023,8295,Vallirana,"0,98"
9.8,2023,8296,Vallromanes,"0,91"
9.8,2023,8297,Veciana,"0,17"
9.8,2023,8298,Vic,"1,00"
9.8,2023,8299,Vilada,"0,98"
9.8,2023,8300,Viladecavalls,"0,97"
9.8,2023,8301,Viladecans,"1,00"
9.8,2023,8302,Vilanova del Camí,"1,00"
9.8,2023,8303,Vilanova de Sau,"0,52"
9.8,2023,8304,Vilobí del Penedès,"0,87"
9.8,2023,8305,Vilafranca del Penedès,"0,99"
9.8,2023,8306,Vilalba Sasserra,"0,96"
9.8,2023,8307,Vilanova i la Geltrú,"0,98"
9.8,2023,8308,Viver i Serrateix,"0,51"
9.8,2023,8901,Rupit i Pruit,"0,76"
9.8,2023,8902,Vilanova del Vallès,"0,97"
9.8,2023,8903,Sant Julià de Cerdanyola,"0,00"
9.8,2023,8904,Badia del Vallès,"1,00"
9.8,2023,8905,La Palma de Cervelló,"0,97"
