codi_indicador,any,codi_municipi,valor_final,valor_numerador,valor_denominador
14.1.1,2022,08035,"100,00",,
14.1.1,2022,08040,"100,00",,
14.1.1,2022,08056,"100,00",,
14.1.1,2022,08074,"100,00",,
14.1.1,2022,08089,"75,00",,
14.1.1,2022,08110,"100,00",,
14.1.1,2022,08118,"66,60",,
14.1.1,2022,08121,"75,00",,
14.1.1,2022,08126,"100,00",,
14.1.1,2022,08163,"66,60",,
14.1.1,2022,08169,"100,00",,
14.1.1,2022,08172,"50,00",,
14.1.1,2022,08194,"0,00",,
14.1.1,2022,08197,"0,00",,
14.1.1,2022,08219,"50,00",,
14.1.1,2022,08235,"100,00",,
14.1.1,2022,08261,"100,00",,
14.1.1,2022,08264,"100,00",,
14.1.1,2022,08270,"100,00",,
14.1.1,2022,08301,"100,00",,
14.1.1,2022,08307,"100,00",,
14.1.1,2023,08006,"100,00",,
14.1.1,2023,08015,"100,00",,
14.1.1,2023,08019,"70,00",,
14.1.1,2023,08029,"100,00",,
14.1.1,2023,08032,"100,00",,
14.1.1,2023,08035,"66,60",,
14.1.1,2023,08040,"100,00",,
14.1.1,2023,08056,"100,00",,
14.1.1,2023,08074,"100,00",,
14.1.1,2023,08089,"100,00",,
14.1.1,2023,08110,"100,00",,
14.1.1,2023,08118,"100,00",,
14.1.1,2023,08121,"75,00",,
14.1.1,2023,08126,"100,00",,
14.1.1,2023,08163,"100,00",,
14.1.1,2023,08169,"100,00",,
14.1.1,2023,08172,"100,00",,
14.1.1,2023,08194,"0,00",,
14.1.1,2023,08197,"0,00",,
14.1.1,2023,08219,"50,00",,
14.1.1,2023,08235,"100,00",,
14.1.1,2023,08261,"100,00",,
14.1.1,2023,08264,"100,00",,
14.1.1,2023,08270,"100,00",,
14.1.1,2023,08301,"100,00",,
14.1.1,2023,08307,"100,00",,
14.1.1,2021,08053,,,
14.1.1,2021,08054,,,
14.1.1,2021,08055,,,
14.1.1,2021,08056,,,
14.1.1,2021,08057,,,
14.1.1,2021,08058,,,
14.1.1,2021,08059,,,
14.1.1,2021,08060,,,
14.1.1,2021,08061,,,
14.1.1,2021,08062,,,
14.1.1,2021,08063,,,
14.1.1,2021,08064,,,
14.1.1,2021,08065,,,
14.1.1,2021,08066,,,
14.1.1,2021,08067,,,
14.1.1,2021,08068,,,
14.1.1,2021,08069,,,
14.1.1,2021,08070,,,
14.1.1,2021,08071,,,
14.1.1,2021,08072,,,
14.1.1,2021,08073,,,
14.1.1,2021,08074,,,
14.1.1,2021,08075,,,
14.1.1,2021,08076,,,
14.1.1,2021,08077,,,
14.1.1,2021,08078,,,
14.1.1,2021,08079,,,
14.1.1,2021,08080,,,
14.1.1,2021,08081,,,
14.1.1,2021,08082,,,
14.1.1,2021,08083,,,
14.1.1,2021,08084,,,
14.1.1,2021,08085,,,
14.1.1,2021,08086,,,
14.1.1,2021,08087,,,
14.1.1,2021,08088,,,
14.1.1,2021,08089,,,
14.1.1,2021,08090,,,
14.1.1,2021,08091,,,
14.1.1,2021,08092,,,
14.1.1,2021,08093,,,
14.1.1,2021,08094,,,
14.1.1,2021,08095,,,
14.1.1,2021,08096,,,
14.1.1,2021,08097,,,
14.1.1,2021,08098,,,
14.1.1,2021,08099,,,
14.1.1,2021,08100,,,
14.1.1,2021,08101,,,
14.1.1,2021,08102,,,
14.1.1,2021,08103,,,
14.1.1,2021,08104,,,
14.1.1,2021,08105,,,
14.1.1,2021,08106,,,
14.1.1,2021,08107,,,
14.1.1,2021,08108,,,
14.1.1,2021,08109,,,
14.1.1,2021,08110,,,
14.1.1,2021,08111,,,
14.1.1,2021,08112,,,
14.1.1,2021,08113,,,
14.1.1,2021,08114,,,
14.1.1,2021,08115,,,
14.1.1,2021,08116,,,
14.1.1,2021,08117,,,
14.1.1,2021,08118,,,
14.1.1,2021,08119,,,
14.1.1,2021,08120,,,
14.1.1,2021,08121,,,
14.1.1,2021,08122,,,
14.1.1,2021,08123,,,
14.1.1,2021,08124,,,
14.1.1,2021,08125,,,
14.1.1,2021,08126,,,
14.1.1,2021,08127,,,
14.1.1,2021,08128,,,
14.1.1,2021,08129,,,
14.1.1,2021,08130,,,
14.1.1,2021,08131,,,
14.1.1,2021,08132,,,
14.1.1,2021,08133,,,
14.1.1,2021,08134,,,
14.1.1,2021,08135,,,
14.1.1,2021,08136,,,
14.1.1,2021,08137,,,
14.1.1,2021,08138,,,
14.1.1,2021,08139,,,
14.1.1,2021,08140,,,
14.1.1,2021,08141,,,
14.1.1,2021,08142,,,
14.1.1,2021,08143,,,
14.1.1,2021,08144,,,
14.1.1,2021,08145,,,
14.1.1,2021,08146,,,
14.1.1,2021,08147,,,
14.1.1,2021,08148,,,
14.1.1,2021,08149,,,
14.1.1,2021,08150,,,
14.1.1,2021,08151,,,
14.1.1,2021,08152,,,
14.1.1,2021,08153,,,
14.1.1,2021,08154,,,
14.1.1,2021,08155,,,
14.1.1,2021,08156,,,
14.1.1,2021,08157,,,
14.1.1,2021,08158,,,
14.1.1,2021,08159,,,
14.1.1,2021,08160,,,
14.1.1,2021,08161,,,
14.1.1,2021,08162,,,
14.1.1,2021,08163,,,
14.1.1,2021,08164,,,
14.1.1,2021,08165,,,
14.1.1,2021,08166,,,
14.1.1,2021,08167,,,
14.1.1,2021,08168,,,
14.1.1,2021,08169,,,
14.1.1,2021,08170,,,
14.1.1,2021,08171,,,
14.1.1,2021,08172,,,
14.1.1,2021,08174,,,
14.1.1,2021,08175,,,
14.1.1,2021,08176,,,
14.1.1,2021,08177,,,
14.1.1,2021,08178,,,
14.1.1,2021,08179,,,
14.1.1,2021,08180,,,
14.1.1,2021,08181,,,
14.1.1,2021,08182,,,
14.1.1,2021,08183,,,
14.1.1,2021,08184,,,
14.1.1,2021,08185,,,
14.1.1,2021,08187,,,
14.1.1,2021,08188,,,
14.1.1,2021,08189,,,
14.1.1,2021,08190,,,
14.1.1,2021,08191,,,
14.1.1,2021,08192,,,
14.1.1,2021,08193,,,
14.1.1,2021,08194,,,
14.1.1,2021,08195,,,
14.1.1,2021,08196,,,
14.1.1,2021,08197,,,
14.1.1,2021,08198,,,
14.1.1,2021,08199,,,
14.1.1,2021,08200,,,
14.1.1,2021,08201,,,
14.1.1,2021,08202,,,
14.1.1,2021,08203,,,
14.1.1,2021,08204,,,
14.1.1,2021,08205,,,
14.1.1,2021,08206,,,
14.1.1,2021,08207,,,
14.1.1,2021,08208,,,
14.1.1,2021,08209,,,
14.1.1,2021,08210,,,
14.1.1,2021,08211,,,
14.1.1,2021,08212,,,
14.1.1,2021,08213,,,
14.1.1,2021,08214,,,
14.1.1,2021,08215,,,
14.1.1,2021,08216,,,
14.1.1,2021,08217,,,
14.1.1,2021,08218,,,
14.1.1,2021,08219,,,
14.1.1,2021,08220,,,
14.1.1,2021,08221,,,
14.1.1,2021,08222,,,
14.1.1,2021,08223,,,
14.1.1,2021,08224,,,
14.1.1,2021,08225,,,
14.1.1,2021,08226,,,
14.1.1,2021,08227,,,
14.1.1,2021,08228,,,
14.1.1,2021,08229,,,
14.1.1,2021,08230,,,
14.1.1,2021,08231,,,
14.1.1,2021,08232,,,
14.1.1,2021,08233,,,
14.1.1,2021,08234,,,
14.1.1,2021,08235,,,
14.1.1,2021,08236,,,
14.1.1,2021,08237,,,
14.1.1,2021,08238,,,
14.1.1,2021,08239,,,
14.1.1,2021,08240,,,
14.1.1,2021,08241,,,
14.1.1,2021,08242,,,
14.1.1,2021,08243,,,
14.1.1,2021,08244,,,
14.1.1,2021,08245,,,
14.1.1,2021,08246,,,
14.1.1,2021,08247,,,
14.1.1,2021,08248,,,
14.1.1,2021,08249,,,
14.1.1,2021,08250,,,
14.1.1,2021,08251,,,
14.1.1,2021,08252,,,
14.1.1,2021,08253,,,
14.1.1,2021,08254,,,
14.1.1,2021,08255,,,
14.1.1,2021,08256,,,
14.1.1,2021,08257,,,
14.1.1,2021,08258,,,
14.1.1,2021,08259,,,
14.1.1,2021,08260,,,
14.1.1,2021,08261,,,
14.1.1,2021,08262,,,
14.1.1,2021,08263,,,
14.1.1,2021,08264,,,
14.1.1,2021,08265,,,
14.1.1,2021,08266,,,
14.1.1,2021,08267,,,
14.1.1,2021,08268,,,
14.1.1,2021,08269,,,
14.1.1,2021,08270,,,
14.1.1,2021,08271,,,
14.1.1,2021,08272,,,
14.1.1,2021,08273,,,
14.1.1,2021,08274,,,
14.1.1,2021,08275,,,
14.1.1,2021,08276,,,
14.1.1,2021,08277,,,
14.1.1,2021,08278,,,
14.1.1,2021,08279,,,
14.1.1,2021,08280,,,
14.1.1,2021,08281,,,
14.1.1,2021,08282,,,
14.1.1,2021,08283,,,
14.1.1,2021,08284,,,
14.1.1,2021,08285,,,
14.1.1,2021,08286,,,
14.1.1,2021,08287,,,
14.1.1,2021,08288,,,
14.1.1,2021,08289,,,
14.1.1,2021,08290,,,
14.1.1,2021,08291,,,
14.1.1,2021,08292,,,
14.1.1,2021,08293,,,
14.1.1,2021,08294,,,
14.1.1,2021,08295,,,
14.1.1,2021,08296,,,
14.1.1,2021,08297,,,
14.1.1,2021,08298,,,
14.1.1,2021,08299,,,
14.1.1,2021,08300,,,
14.1.1,2021,08301,,,
14.1.1,2021,08302,,,
14.1.1,2021,08303,,,
14.1.1,2021,08304,,,
14.1.1,2021,08305,,,
14.1.1,2021,08306,,,
14.1.1,2021,08307,,,
14.1.1,2021,08308,,,
14.1.1,2021,08901,,,
14.1.1,2021,08902,,,
14.1.1,2021,08903,,,
14.1.1,2021,08904,,,
14.1.1,2021,08905,,,
14.1.1,2022,08001,,,
14.1.1,2022,08002,,,
14.1.1,2022,08003,,,
14.1.1,2022,08004,,,
14.1.1,2022,08005,,,
14.1.1,2022,08006,,,
14.1.1,2022,08007,,,
14.1.1,2022,08008,,,
14.1.1,2022,08009,,,
14.1.1,2022,08010,,,
14.1.1,2022,08011,,,
14.1.1,2022,08012,,,
14.1.1,2022,08013,,,
14.1.1,2022,08014,,,
14.1.1,2022,08015,,,
14.1.1,2022,08016,,,
14.1.1,2022,08017,,,
14.1.1,2022,08018,,,
14.1.1,2022,08019,,,
14.1.1,2022,08020,,,
14.1.1,2022,08021,,,
14.1.1,2022,08022,,,
14.1.1,2022,08023,,,
14.1.1,2022,08024,,,
14.1.1,2022,08025,,,
14.1.1,2022,08026,,,
14.1.1,2022,08027,,,
14.1.1,2022,08028,,,
14.1.1,2022,08029,,,
14.1.1,2022,08030,,,
14.1.1,2022,08031,,,
14.1.1,2022,08032,,,
14.1.1,2022,08033,,,
14.1.1,2022,08034,,,
14.1.1,2022,08035,,,
14.1.1,2022,08036,,,
14.1.1,2022,08037,,,
14.1.1,2022,08038,,,
14.1.1,2022,08039,,,
14.1.1,2022,08040,,,
14.1.1,2022,08041,,,
14.1.1,2022,08042,,,
14.1.1,2022,08043,,,
14.1.1,2022,08044,,,
14.1.1,2022,08045,,,
14.1.1,2022,08046,,,
14.1.1,2022,08047,,,
14.1.1,2022,08048,,,
14.1.1,2022,08049,,,
14.1.1,2022,08050,,,
14.1.1,2022,08051,,,
14.1.1,2022,08052,,,
14.1.1,2022,08053,,,
14.1.1,2022,08054,,,
14.1.1,2022,08055,,,
14.1.1,2022,08056,,,
14.1.1,2022,08057,,,
14.1.1,2022,08058,,,
14.1.1,2022,08059,,,
14.1.1,2022,08060,,,
14.1.1,2022,08061,,,
14.1.1,2022,08062,,,
14.1.1,2022,08063,,,
14.1.1,2022,08064,,,
14.1.1,2022,08065,,,
14.1.1,2022,08066,,,
14.1.1,2022,08067,,,
14.1.1,2022,08068,,,
14.1.1,2022,08069,,,
14.1.1,2022,08070,,,
14.1.1,2022,08071,,,
14.1.1,2022,08072,,,
14.1.1,2022,08073,,,
14.1.1,2022,08074,,,
14.1.1,2022,08075,,,
14.1.1,2022,08076,,,
14.1.1,2022,08077,,,
14.1.1,2022,08078,,,
14.1.1,2022,08079,,,
14.1.1,2022,08080,,,
14.1.1,2022,08081,,,
14.1.1,2022,08082,,,
14.1.1,2022,08083,,,
14.1.1,2022,08084,,,
14.1.1,2022,08085,,,
14.1.1,2022,08086,,,
14.1.1,2022,08087,,,
14.1.1,2022,08088,,,
14.1.1,2022,08089,,,
14.1.1,2022,08090,,,
14.1.1,2022,08091,,,
14.1.1,2022,08092,,,
14.1.1,2022,08093,,,
14.1.1,2022,08094,,,
14.1.1,2022,08095,,,
14.1.1,2022,08096,,,
14.1.1,2022,08097,,,
14.1.1,2022,08098,,,
14.1.1,2022,08099,,,
14.1.1,2022,08100,,,
14.1.1,2022,08101,,,
14.1.1,2022,08102,,,
14.1.1,2022,08103,,,
14.1.1,2022,08104,,,
14.1.1,2022,08105,,,
14.1.1,2022,08106,,,
14.1.1,2022,08107,,,
14.1.1,2022,08108,,,
14.1.1,2022,08109,,,
14.1.1,2022,08110,,,
14.1.1,2022,08111,,,
14.1.1,2022,08112,,,
14.1.1,2022,08113,,,
14.1.1,2022,08114,,,
14.1.1,2022,08115,,,
14.1.1,2022,08116,,,
14.1.1,2022,08117,,,
14.1.1,2022,08118,,,
14.1.1,2022,08119,,,
14.1.1,2022,08120,,,
14.1.1,2022,08121,,,
14.1.1,2022,08122,,,
14.1.1,2022,08123,,,
14.1.1,2022,08124,,,
14.1.1,2022,08125,,,
14.1.1,2022,08126,,,
14.1.1,2022,08127,,,
14.1.1,2022,08128,,,
14.1.1,2022,08129,,,
14.1.1,2022,08130,,,
14.1.1,2022,08131,,,
14.1.1,2022,08132,,,
14.1.1,2022,08133,,,
14.1.1,2022,08134,,,
14.1.1,2022,08135,,,
14.1.1,2022,08136,,,
14.1.1,2022,08137,,,
14.1.1,2022,08138,,,
14.1.1,2022,08139,,,
14.1.1,2022,08140,,,
14.1.1,2022,08141,,,
14.1.1,2022,08142,,,
14.1.1,2022,08143,,,
14.1.1,2022,08144,,,
14.1.1,2022,08145,,,
14.1.1,2022,08146,,,
14.1.1,2022,08147,,,
14.1.1,2022,08148,,,
14.1.1,2022,08149,,,
14.1.1,2022,08150,,,
14.1.1,2022,08151,,,
14.1.1,2022,08152,,,
14.1.1,2022,08153,,,
14.1.1,2022,08154,,,
14.1.1,2022,08155,,,
14.1.1,2022,08156,,,
14.1.1,2022,08157,,,
14.1.1,2022,08158,,,
14.1.1,2022,08159,,,
14.1.1,2022,08160,,,
14.1.1,2022,08161,,,
14.1.1,2022,08162,,,
14.1.1,2022,08163,,,
14.1.1,2022,08164,,,
14.1.1,2022,08165,,,
14.1.1,2022,08166,,,
14.1.1,2022,08167,,,
14.1.1,2022,08168,,,
14.1.1,2022,08169,,,
14.1.1,2022,08170,,,
14.1.1,2022,08171,,,
14.1.1,2022,08172,,,
14.1.1,2022,08174,,,
14.1.1,2022,08175,,,
14.1.1,2022,08176,,,
14.1.1,2022,08177,,,
14.1.1,2022,08178,,,
14.1.1,2022,08179,,,
14.1.1,2022,08180,,,
14.1.1,2022,08181,,,
14.1.1,2022,08182,,,
14.1.1,2022,08183,,,
14.1.1,2022,08184,,,
14.1.1,2022,08185,,,
14.1.1,2022,08187,,,
14.1.1,2022,08188,,,
14.1.1,2022,08189,,,
14.1.1,2022,08190,,,
14.1.1,2022,08191,,,
14.1.1,2022,08192,,,
14.1.1,2022,08193,,,
14.1.1,2022,08194,,,
14.1.1,2022,08195,,,
14.1.1,2022,08196,,,
14.1.1,2022,08197,,,
14.1.1,2022,08198,,,
14.1.1,2022,08199,,,
14.1.1,2022,08200,,,
14.1.1,2022,08201,,,
14.1.1,2022,08202,,,
14.1.1,2022,08203,,,
14.1.1,2022,08204,,,
14.1.1,2022,08205,,,
14.1.1,2022,08206,,,
14.1.1,2022,08207,,,
14.1.1,2022,08208,,,
14.1.1,2022,08209,,,
14.1.1,2022,08210,,,
14.1.1,2022,08211,,,
14.1.1,2022,08212,,,
14.1.1,2022,08213,,,
14.1.1,2022,08214,,,
14.1.1,2022,08215,,,
14.1.1,2022,08216,,,
14.1.1,2022,08217,,,
14.1.1,2022,08218,,,
14.1.1,2022,08219,,,
14.1.1,2022,08220,,,
14.1.1,2022,08221,,,
14.1.1,2022,08222,,,
14.1.1,2022,08223,,,
14.1.1,2022,08224,,,
14.1.1,2022,08225,,,
14.1.1,2022,08226,,,
14.1.1,2022,08227,,,
14.1.1,2022,08228,,,
14.1.1,2022,08229,,,
14.1.1,2022,08230,,,
14.1.1,2022,08231,,,
14.1.1,2022,08232,,,
14.1.1,2022,08233,,,
14.1.1,2022,08234,,,
14.1.1,2022,08235,,,
14.1.1,2022,08236,,,
14.1.1,2022,08237,,,
14.1.1,2022,08238,,,
14.1.1,2022,08239,,,
14.1.1,2022,08240,,,
14.1.1,2022,08241,,,
14.1.1,2022,08242,,,
14.1.1,2022,08243,,,
14.1.1,2022,08244,,,
14.1.1,2022,08245,,,
14.1.1,2022,08246,,,
14.1.1,2022,08247,,,
14.1.1,2022,08248,,,
14.1.1,2022,08249,,,
14.1.1,2022,08250,,,
14.1.1,2022,08251,,,
14.1.1,2022,08252,,,
14.1.1,2022,08253,,,
14.1.1,2022,08254,,,
14.1.1,2022,08255,,,
14.1.1,2022,08256,,,
14.1.1,2022,08257,,,
14.1.1,2022,08258,,,
14.1.1,2022,08259,,,
14.1.1,2022,08260,,,
14.1.1,2022,08261,,,
14.1.1,2022,08262,,,
14.1.1,2022,08263,,,
14.1.1,2022,08264,,,
14.1.1,2022,08265,,,
14.1.1,2022,08266,,,
14.1.1,2022,08267,,,
14.1.1,2022,08268,,,
14.1.1,2022,08269,,,
14.1.1,2022,08270,,,
14.1.1,2022,08271,,,
14.1.1,2022,08272,,,
14.1.1,2022,08273,,,
14.1.1,2022,08274,,,
14.1.1,2022,08275,,,
14.1.1,2022,08276,,,
14.1.1,2022,08277,,,
14.1.1,2022,08278,,,
14.1.1,2022,08279,,,
14.1.1,2022,08280,,,
14.1.1,2022,08281,,,
14.1.1,2022,08282,,,
14.1.1,2022,08283,,,
14.1.1,2022,08284,,,
14.1.1,2022,08285,,,
14.1.1,2022,08286,,,
14.1.1,2022,08287,,,
14.1.1,2022,08288,,,
14.1.1,2022,08289,,,
14.1.1,2022,08290,,,
14.1.1,2022,08291,,,
14.1.1,2022,08292,,,
14.1.1,2022,08293,,,
14.1.1,2022,08294,,,
14.1.1,2022,08295,,,
14.1.1,2022,08296,,,
14.1.1,2022,08297,,,
14.1.1,2022,08298,,,
14.1.1,2022,08299,,,
14.1.1,2022,08300,,,
14.1.1,2022,08301,,,
14.1.1,2022,08302,,,
14.1.1,2022,08303,,,
14.1.1,2022,08304,,,
14.1.1,2022,08305,,,
14.1.1,2022,08306,,,
14.1.1,2022,08307,,,
14.1.1,2022,08308,,,
14.1.1,2022,08901,,,
14.1.1,2022,08902,,,
14.1.1,2022,08903,,,
14.1.1,2022,08904,,,
14.1.1,2022,08905,,,
14.1.1,2023,08001,,,
14.1.1,2023,08002,,,
14.1.1,2023,08003,,,
14.1.1,2023,08004,,,
14.1.1,2023,08005,,,
14.1.1,2023,08006,,,
14.1.1,2023,08007,,,
14.1.1,2023,08008,,,
14.1.1,2023,08009,,,
14.1.1,2023,08010,,,
14.1.1,2023,08011,,,
14.1.1,2023,08012,,,
14.1.1,2023,08013,,,
14.1.1,2023,08014,,,
14.1.1,2023,08015,,,
14.1.1,2023,08016,,,
14.1.1,2023,08017,,,
14.1.1,2023,08018,,,
14.1.1,2023,08019,,,
14.1.1,2023,08020,,,
14.1.1,2023,08021,,,
14.1.1,2023,08022,,,
14.1.1,2023,08023,,,
14.1.1,2023,08024,,,
14.1.1,2023,08025,,,
14.1.1,2023,08026,,,
14.1.1,2023,08027,,,
14.1.1,2023,08028,,,
14.1.1,2023,08029,,,
14.1.1,2023,08030,,,
14.1.1,2023,08031,,,
14.1.1,2023,08032,,,
14.1.1,2023,08033,,,
14.1.1,2023,08034,,,
14.1.1,2023,08035,,,
14.1.1,2023,08036,,,
14.1.1,2023,08037,,,
14.1.1,2023,08038,,,
14.1.1,2023,08039,,,
14.1.1,2023,08040,,,
14.1.1,2023,08041,,,
14.1.1,2023,08042,,,
14.1.1,2023,08043,,,
14.1.1,2023,08044,,,
14.1.1,2023,08045,,,
14.1.1,2023,08046,,,
14.1.1,2023,08047,,,
14.1.1,2023,08048,,,
14.1.1,2023,08049,,,
14.1.1,2023,08050,,,
14.1.1,2023,08051,,,
14.1.1,2023,08052,,,
14.1.1,2023,08053,,,
14.1.1,2023,08054,,,
14.1.1,2023,08055,,,
14.1.1,2023,08056,,,
14.1.1,2023,08057,,,
14.1.1,2023,08058,,,
14.1.1,2023,08059,,,
14.1.1,2023,08060,,,
14.1.1,2023,08061,,,
14.1.1,2023,08062,,,
14.1.1,2023,08063,,,
14.1.1,2023,08064,,,
14.1.1,2023,08065,,,
14.1.1,2023,08066,,,
14.1.1,2023,08067,,,
14.1.1,2023,08068,,,
14.1.1,2023,08069,,,
14.1.1,2023,08070,,,
14.1.1,2023,08071,,,
14.1.1,2023,08072,,,
14.1.1,2023,08073,,,
14.1.1,2023,08074,,,
14.1.1,2023,08075,,,
14.1.1,2023,08076,,,
14.1.1,2023,08077,,,
14.1.1,2023,08078,,,
14.1.1,2023,08079,,,
14.1.1,2023,08080,,,
14.1.1,2023,08081,,,
14.1.1,2023,08082,,,
14.1.1,2023,08083,,,
14.1.1,2023,08084,,,
14.1.1,2023,08085,,,
14.1.1,2023,08086,,,
14.1.1,2023,08087,,,
14.1.1,2023,08088,,,
14.1.1,2023,08089,,,
14.1.1,2023,08090,,,
14.1.1,2023,08091,,,
14.1.1,2023,08092,,,
14.1.1,2023,08093,,,
14.1.1,2023,08094,,,
14.1.1,2023,08095,,,
14.1.1,2023,08096,,,
14.1.1,2023,08097,,,
14.1.1,2023,08098,,,
14.1.1,2023,08099,,,
14.1.1,2023,08100,,,
14.1.1,2023,08101,,,
14.1.1,2023,08102,,,
14.1.1,2023,08103,,,
14.1.1,2023,08104,,,
14.1.1,2023,08105,,,
14.1.1,2023,08106,,,
14.1.1,2023,08107,,,
14.1.1,2023,08108,,,
14.1.1,2023,08109,,,
14.1.1,2023,08110,,,
14.1.1,2023,08111,,,
14.1.1,2023,08112,,,
14.1.1,2023,08113,,,
14.1.1,2023,08114,,,
14.1.1,2023,08115,,,
14.1.1,2023,08116,,,
14.1.1,2023,08117,,,
14.1.1,2023,08118,,,
14.1.1,2023,08119,,,
14.1.1,2023,08120,,,
14.1.1,2023,08121,,,
14.1.1,2023,08122,,,
14.1.1,2023,08123,,,
14.1.1,2023,08124,,,
14.1.1,2023,08125,,,
14.1.1,2023,08126,,,
14.1.1,2023,08127,,,
14.1.1,2023,08128,,,
14.1.1,2023,08129,,,
14.1.1,2023,08130,,,
14.1.1,2023,08131,,,
14.1.1,2023,08132,,,
14.1.1,2023,08133,,,
14.1.1,2023,08134,,,
14.1.1,2023,08135,,,
14.1.1,2023,08136,,,
14.1.1,2023,08137,,,
14.1.1,2023,08138,,,
14.1.1,2023,08139,,,
14.1.1,2023,08140,,,
14.1.1,2023,08141,,,
14.1.1,2023,08142,,,
14.1.1,2023,08143,,,
14.1.1,2023,08144,,,
14.1.1,2023,08145,,,
14.1.1,2023,08146,,,
14.1.1,2023,08147,,,
14.1.1,2023,08148,,,
14.1.1,2023,08149,,,
14.1.1,2023,08150,,,
14.1.1,2023,08151,,,
14.1.1,2023,08152,,,
14.1.1,2023,08153,,,
14.1.1,2023,08154,,,
14.1.1,2023,08155,,,
14.1.1,2023,08156,,,
14.1.1,2023,08157,,,
14.1.1,2023,08158,,,
14.1.1,2023,08159,,,
14.1.1,2023,08160,,,
14.1.1,2023,08161,,,
14.1.1,2023,08162,,,
14.1.1,2023,08163,,,
14.1.1,2023,08164,,,
14.1.1,2023,08165,,,
14.1.1,2023,08166,,,
14.1.1,2023,08167,,,
14.1.1,2023,08168,,,
14.1.1,2023,08169,,,
14.1.1,2023,08170,,,
14.1.1,2023,08171,,,
14.1.1,2023,08172,,,
14.1.1,2023,08174,,,
14.1.1,2023,08175,,,
14.1.1,2023,08176,,,
14.1.1,2023,08177,,,
14.1.1,2023,08178,,,
14.1.1,2023,08179,,,
14.1.1,2023,08180,,,
14.1.1,2023,08181,,,
14.1.1,2023,08182,,,
14.1.1,2023,08183,,,
14.1.1,2023,08184,,,
14.1.1,2023,08185,,,
14.1.1,2023,08187,,,
14.1.1,2023,08188,,,
14.1.1,2023,08189,,,
14.1.1,2023,08190,,,
14.1.1,2023,08191,,,
14.1.1,2023,08192,,,
14.1.1,2023,08193,,,
14.1.1,2023,08194,,,
14.1.1,2023,08195,,,
14.1.1,2023,08196,,,
14.1.1,2023,08197,,,
14.1.1,2023,08198,,,
14.1.1,2023,08199,,,
14.1.1,2023,08200,,,
14.1.1,2023,08201,,,
14.1.1,2023,08202,,,
14.1.1,2023,08203,,,
14.1.1,2023,08204,,,
14.1.1,2023,08205,,,
14.1.1,2023,08206,,,
14.1.1,2023,08207,,,
14.1.1,2023,08208,,,
14.1.1,2023,08209,,,
14.1.1,2023,08210,,,
14.1.1,2023,08211,,,
14.1.1,2023,08212,,,
14.1.1,2023,08213,,,
14.1.1,2023,08214,,,
14.1.1,2023,08215,,,
14.1.1,2023,08216,,,
14.1.1,2023,08217,,,
14.1.1,2023,08218,,,
14.1.1,2023,08219,,,
14.1.1,2023,08220,,,
14.1.1,2023,08221,,,
14.1.1,2023,08222,,,
14.1.1,2023,08223,,,
14.1.1,2023,08224,,,
14.1.1,2023,08225,,,
14.1.1,2023,08226,,,
14.1.1,2023,08227,,,
14.1.1,2023,08228,,,
