codi_indicador,any,codi_municipi,valor_final
9.5.1,2023,08230,25
9.5.1,2023,08231,68
9.5.1,2023,08232,3
9.5.1,2023,08233,1
9.5.1,2023,08234,5
9.5.1,2023,08235,11
9.5.1,2023,08236,0
9.5.1,2023,08237,2
9.5.1,2023,08238,72
9.5.1,2023,08239,0
9.5.1,2023,08240,32
9.5.1,2023,08241,0
9.5.1,2023,08242,1
9.5.1,2023,08244,9
9.5.1,2023,08245,83
9.5.1,2023,08246,3
9.5.1,2023,08247,1
9.5.1,2023,08248,8
9.5.1,2023,08249,0
9.5.1,2023,08250,3
9.5.1,2023,08251,6
9.5.1,2023,08252,68
9.5.1,2023,08253,0
9.5.1,2023,08254,4
9.5.1,2023,08255,0
9.5.1,2023,08256,1
9.5.1,2023,08257,0
9.5.1,2023,08258,0
9.5.1,2023,08259,18
9.5.1,2023,08260,42
9.5.1,2023,08261,3
9.5.1,2023,08262,15
9.5.1,2023,08263,30
9.5.1,2023,08264,17
9.5.1,2023,08265,3
9.5.1,2023,08266,203
9.5.1,2023,08267,7
9.5.1,2023,08268,0
9.5.1,2023,08269,7
9.5.1,2023,08270,98
9.5.1,2023,08272,0
9.5.1,2023,08273,6
9.5.1,2023,08274,5
9.5.1,2023,08275,1
9.5.1,2023,08276,0
9.5.1,2023,08277,0
9.5.1,2023,08278,17
9.5.1,2023,08279,478
9.5.1,2023,08280,0
9.5.1,2023,08281,14
9.5.1,2023,08282,15
9.5.1,2023,08283,19
9.5.1,2023,08284,21
9.5.1,2023,08285,20
9.5.1,2023,08286,1
9.5.1,2023,08287,1
9.5.1,2023,08288,1
9.5.1,2023,08289,6
9.5.1,2023,08290,3
9.5.1,2023,08291,4
9.5.1,2023,08292,0
9.5.1,2023,08293,0
9.5.1,2023,08294,3
9.5.1,2023,08295,20
9.5.1,2023,08296,5
9.5.1,2023,08297,0
9.5.1,2023,08298,195
9.5.1,2023,08299,0
9.5.1,2023,08300,10
9.5.1,2023,08301,105
9.5.1,2023,08302,11
9.5.1,2023,08303,0
9.5.1,2023,08304,0
9.5.1,2023,08305,114
9.5.1,2023,08306,0
9.5.1,2023,08307,162
9.5.1,2023,08308,0
9.5.1,2023,08901,0
9.5.1,2023,08902,8
9.5.1,2023,08903,0
9.5.1,2023,08904,1
9.5.1,2023,08905,4
9.5.1,2022,08001,36
9.5.1,2022,08002,2
9.5.1,2022,08003,29
9.5.1,2022,08004,0
9.5.1,2022,08005,19
9.5.1,2022,08006,30
9.5.1,2022,08007,13
9.5.1,2022,08008,0
9.5.1,2022,08009,21
9.5.1,2022,08010,11
9.5.1,2022,08011,3
9.5.1,2022,08012,5
9.5.1,2022,08013,1
9.5.1,2022,08014,11
9.5.1,2022,08015,357
9.5.1,2022,08016,2
9.5.1,2022,08017,5
9.5.1,2022,08018,0
9.5.1,2022,08019,9975
9.5.1,2022,08020,19
9.5.1,2022,08021,0
9.5.1,2022,08022,41
9.5.1,2022,08023,5
9.5.1,2022,08024,0
9.5.1,2022,08025,4
9.5.1,2022,08026,0
9.5.1,2022,08027,1
9.5.1,2022,08028,1
9.5.1,2022,08029,25
9.5.1,2022,08030,19
9.5.1,2022,08031,7
9.5.1,2022,08032,2
9.5.1,2022,08033,43
9.5.1,2022,08034,0
9.5.1,2022,08035,38
9.5.1,2022,08037,4
9.5.1,2022,08038,2
9.5.1,2022,08039,2
9.5.1,2022,08040,20
9.5.1,2022,08041,14
9.5.1,2022,08042,2
9.5.1,2022,08043,2
9.5.1,2022,08044,7
9.5.1,2022,08045,0
9.5.1,2022,08046,34
9.5.1,2022,08047,7
9.5.1,2022,08048,1
9.5.1,2022,08049,0
9.5.1,2022,08050,0
9.5.1,2022,08051,37
9.5.1,2022,08052,0
9.5.1,2022,08053,5
9.5.1,2022,08054,31
9.5.1,2022,08055,0
9.5.1,2022,08056,163
9.5.1,2022,08057,0
9.5.1,2022,08058,4
9.5.1,2022,08059,0
9.5.1,2022,08061,3
9.5.1,2022,08062,2
9.5.1,2022,08063,3
9.5.1,2022,08064,3
9.5.1,2022,08065,1
9.5.1,2022,08066,3
9.5.1,2022,08067,16
9.5.1,2022,08068,15
9.5.1,2022,08069,7
9.5.1,2022,08070,1
9.5.1,2022,08071,2
9.5.1,2022,08072,27
9.5.1,2022,08073,213
9.5.1,2022,08074,18
9.5.1,2022,08075,6
9.5.1,2022,08076,38
9.5.1,2022,08077,112
9.5.1,2022,08078,0
9.5.1,2022,08079,0
9.5.1,2022,08081,1
9.5.1,2022,08082,1
9.5.1,2022,08083,4
9.5.1,2022,08084,1
9.5.1,2022,08085,2
9.5.1,2022,08086,47
9.5.1,2022,08087,0
9.5.1,2022,08088,36
9.5.1,2022,08089,96
9.5.1,2022,08090,0
9.5.1,2022,08091,8
9.5.1,2022,08092,7
9.5.1,2022,08094,2
9.5.1,2022,08095,0
9.5.1,2022,08096,209
9.5.1,2022,08097,5
9.5.1,2022,08098,4
9.5.1,2022,08099,0
9.5.1,2022,08100,5
9.5.1,2022,08101,380
9.5.1,2022,08102,140
9.5.1,2022,08103,2
9.5.1,2022,08104,1
9.5.1,2022,08105,14
9.5.1,2022,08106,23
9.5.1,2022,08107,14
9.5.1,2022,08108,12
9.5.1,2022,08109,0
9.5.1,2022,08110,25
9.5.1,2022,08111,0
9.5.1,2022,08112,36
9.5.1,2022,08113,234
9.5.1,2022,08114,61
9.5.1,2022,08115,7
9.5.1,2022,08116,1
9.5.1,2022,08117,8
9.5.1,2022,08118,61
9.5.1,2022,08119,6
9.5.1,2022,08120,18
9.5.1,2022,08121,319
9.5.1,2022,08122,3
9.5.1,2022,08123,60
9.5.1,2022,08124,91
9.5.1,2022,08125,73
9.5.1,2022,08126,27
9.5.1,2022,08127,8
9.5.1,2022,08128,0
9.5.1,2022,08129,1
9.5.1,2022,08131,0
9.5.1,2022,08132,1
9.5.1,2022,08133,0
9.5.1,2022,08134,1
9.5.1,2022,08135,12
9.5.1,2022,08136,19
9.5.1,2022,08137,0
9.5.1,2022,08138,13
9.5.1,2022,08139,0
9.5.1,2022,08140,4
9.5.1,2022,08141,16
9.5.1,2022,08142,0
9.5.1,2022,08143,4
9.5.1,2022,08144,1
9.5.1,2022,08145,6
9.5.1,2022,08146,1
9.5.1,2022,08147,38
9.5.1,2022,08148,7
9.5.1,2022,08149,0
9.5.1,2022,08150,0
9.5.1,2022,08151,0
9.5.1,2022,08152,0
9.5.1,2022,08153,0
9.5.1,2022,08154,0
9.5.1,2022,08155,10
9.5.1,2022,08156,27
9.5.1,2022,08157,26
9.5.1,2022,08158,3
9.5.1,2022,08159,43
9.5.1,2022,08160,1
9.5.1,2022,08161,15
9.5.1,2022,08162,2
9.5.1,2022,08163,28
9.5.1,2022,08164,0
9.5.1,2022,08165,1
9.5.1,2022,08166,2
9.5.1,2022,08167,15
9.5.1,2022,08168,0
9.5.1,2022,08169,110
9.5.1,2022,08170,1
9.5.1,2022,08171,9
9.5.1,2022,08172,46
9.5.1,2022,08174,2
9.5.1,2022,08175,4
9.5.1,2022,08176,3
9.5.1,2022,08178,0
9.5.1,2022,08179,0
9.5.1,2022,08180,53
9.5.1,2022,08181,8
9.5.1,2022,08182,2
9.5.1,2022,08183,4
9.5.1,2022,08184,139
9.5.1,2022,08185,2
9.5.1,2022,08187,450
9.5.1,2022,08188,0
9.5.1,2022,08189,0
9.5.1,2022,08190,0
9.5.1,2022,08191,15
9.5.1,2022,08192,18
9.5.1,2022,08193,0
9.5.1,2022,08194,44
9.5.1,2022,08196,42
9.5.1,2022,08197,26
9.5.1,2022,08198,10
9.5.1,2022,08199,2
9.5.1,2022,08200,121
9.5.1,2022,08201,1
9.5.1,2022,08202,36
9.5.1,2022,08203,3
9.5.1,2022,08204,8
9.5.1,2022,08205,587
9.5.1,2022,08206,1
9.5.1,2022,08207,5
9.5.1,2022,08208,21
9.5.1,2022,08209,8
9.5.1,2022,08210,13
9.5.1,2022,08211,84
9.5.1,2022,08212,0
9.5.1,2022,08213,24
9.5.1,2022,08214,29
9.5.1,2022,08215,3
9.5.1,2022,08217,82
9.5.1,2022,08218,14
9.5.1,2022,08219,51
9.5.1,2022,08220,6
9.5.1,2022,08221,96
9.5.1,2022,08222,2
9.5.1,2022,08223,2
9.5.1,2022,08224,0
9.5.1,2022,08225,0
9.5.1,2022,08226,0
9.5.1,2022,08227,5
9.5.1,2022,08228,0
9.5.1,2022,08229,0
9.5.1,2022,08230,25
9.5.1,2022,08231,66
9.5.1,2022,08232,3
9.5.1,2022,08233,2
9.5.1,2022,08234,0
9.5.1,2022,08235,12
9.5.1,2022,08236,0
9.5.1,2022,08237,2
9.5.1,2022,08238,70
9.5.1,2022,08239,0
9.5.1,2022,08240,33
9.5.1,2022,08241,0
9.5.1,2022,08242,2
9.5.1,2022,08244,9
9.5.1,2022,08245,76
9.5.1,2022,08246,3
9.5.1,2022,08247,1
9.5.1,2022,08248,7
9.5.1,2022,08249,0
9.5.1,2022,08250,2
9.5.1,2022,08251,5
9.5.1,2022,08252,65
9.5.1,2022,08253,0
9.5.1,2022,08254,4
9.5.1,2022,08255,0
9.5.1,2022,08256,1
9.5.1,2022,08257,0
9.5.1,2022,08258,0
9.5.1,2022,08259,17
9.5.1,2022,08260,37
9.5.1,2022,08261,2
9.5.1,2022,08262,16
9.5.1,2022,08263,33
9.5.1,2022,08264,13
9.5.1,2022,08265,3
9.5.1,2022,08266,196
9.5.1,2022,08267,9
9.5.1,2022,08268,1
9.5.1,2022,08269,7
9.5.1,2022,08270,94
9.5.1,2022,08272,0
9.5.1,2022,08273,4
9.5.1,2022,08274,6
9.5.1,2022,08275,1
9.5.1,2022,08276,0
9.5.1,2022,08277,0
9.5.1,2022,08278,17
9.5.1,2022,08279,470
9.5.1,2022,08280,0
9.5.1,2022,08281,14
9.5.1,2022,08282,19
9.5.1,2022,08283,17
9.5.1,2022,08284,22
9.5.1,2022,08285,19
9.5.1,2022,08286,1
9.5.1,2022,08287,0
9.5.1,2022,08288,0
9.5.1,2022,08289,5
9.5.1,2022,08290,3
9.5.1,2022,08291,3
9.5.1,2022,08292,0
9.5.1,2022,08293,0
9.5.1,2022,08294,3
9.5.1,2022,08295,26
9.5.1,2022,08296,6
9.5.1,2022,08297,0
9.5.1,2022,08298,186
9.5.1,2022,08299,1
9.5.1,2022,08300,12
9.5.1,2022,08301,104
9.5.1,2022,08302,12
9.5.1,2022,08303,0
9.5.1,2022,08304,0
9.5.1,2022,08305,111
9.5.1,2022,08306,0
9.5.1,2022,08307,153
9.5.1,2022,08308,0
9.5.1,2022,08901,0
9.5.1,2022,08902,6
9.5.1,2022,08903,1
9.5.1,2022,08904,1
9.5.1,2022,08905,7
