codi_municipi,any,valor_final
08267,2021,"19,00"
08268,2021,"0,00"
08269,2021,"14,00"
08270,2021,"22,00"
08271,2021,"0,00"
08272,2021,"3,00"
08273,2021,"5,00"
08274,2021,"618,00"
08275,2021,"0,00"
08276,2021,"0,00"
08277,2021,"0,00"
08278,2021,"0,00"
08279,2021,"789,00"
08280,2021,"0,00"
08281,2021,"6,00"
08282,2021,"21,00"
08283,2021,"42,00"
08284,2021,"79,00"
08285,2021,"26,00"
08286,2021,"9,00"
08287,2021,"10,00"
08288,2021,"6,00"
08289,2021,"7,00"
08290,2021,"3,00"
08291,2021,"6,00"
08292,2021,"19,00"
08293,2021,"0,00"
08294,2021,"100,00"
08295,2021,"39,00"
08296,2021,"7,00"
08297,2021,"0,00"
08298,2021,"1.385,00"
08299,2021,"0,00"
08300,2021,"15,00"
08301,2021,"204,00"
08302,2021,"12,00"
08303,2021,"0,00"
08304,2021,"4,00"
08305,2021,"750,00"
08306,2021,"0,00"
08307,2021,"483,00"
08308,2021,"15,00"
08901,2021,"0,00"
08902,2021,"13,00"
08903,2021,"0,00"
08904,2021,"23,00"
08905,2021,"4,00"
08001,2022,"17,00"
08002,2022,"9,00"
08003,2022,"17,00"
08004,2022,"13,00"
08005,2022,"3,00"
08006,2022,"71,00"
08007,2022,"19,00"
08008,2022,"0,00"
08009,2022,"29,00"
08010,2022,"817,00"
08011,2022,"8,00"
08012,2022,"18,00"
08013,2022,"4,00"
08014,2022,"0,00"
08015,2022,"682,00"
08016,2022,"6,00"
08017,2022,"32,00"
08018,2022,"16,00"
08019,2022,"171.071,00"
08020,2022,"3,00"
08021,2022,"0,00"
08022,2022,"135,00"
08023,2022,"16,00"
08024,2022,"0,00"
08025,2022,"5,00"
08026,2022,"3,00"
08027,2022,"3,00"
08028,2022,"0,00"
08029,2022,"164,00"
08030,2022,"0,00"
08031,2022,"0,00"
08032,2022,"0,00"
08033,2022,"2.214,00"
08034,2022,"3,00"
08035,2022,"636,00"
08036,2022,"0,00"
08037,2022,"6,00"
08038,2022,"6,00"
08039,2022,"0,00"
08040,2022,"46,00"
08041,2022,"9,00"
08042,2022,"4,00"
08043,2022,"13,00"
08044,2022,"10,00"
08045,2022,"0,00"
08046,2022,"54,00"
08047,2022,"521,00"
08048,2022,"0,00"
08049,2022,"7,00"
08050,2022,"0,00"
08051,2022,"39,00"
08052,2022,"0,00"
08053,2022,"6,00"
08054,2022,"127,00"
08055,2022,"0,00"
08056,2022,"101,00"
08057,2022,"0,00"
08058,2022,"3,00"
08059,2022,"0,00"
08060,2022,"0,00"
08061,2022,"0,00"
08062,2022,"3,00"
08063,2022,"3,00"
08064,2022,"0,00"
08065,2022,"3,00"
08066,2022,"0,00"
08067,2022,"10,00"
08068,2022,"22,00"
08069,2022,"0,00"
08070,2022,"0,00"
08071,2022,"6,00"
08072,2022,"18,00"
08073,2022,"200,00"
08074,2022,"8,00"
08075,2022,"20,00"
08076,2022,"101,00"
08077,2022,"82,00"
08078,2022,"0,00"
08079,2022,"0,00"
08080,2022,"0,00"
08081,2022,"0,00"
08082,2022,"0,00"
08083,2022,"17,00"
08084,2022,"53,00"
08085,2022,"0,00"
08086,2022,"712,00"
08087,2022,"0,00"
08088,2022,"25,00"
08089,2022,"281,00"
08090,2022,"0,00"
08091,2022,"14,00"
08092,2022,"8,00"
08093,2022,"0,00"
08094,2022,"200,00"
08095,2022,"6,00"
08096,2022,"136,00"
08097,2022,"0,00"
08098,2022,"13,00"
08099,2022,"4,00"
08100,2022,"31,00"
08101,2022,"694,00"
08102,2022,"422,00"
08103,2022,"5,00"
08104,2022,"10,00"
08105,2022,"10,00"
08106,2022,"54,00"
08107,2022,"52,00"
08108,2022,"3,00"
08109,2022,"14,00"
08110,2022,"54,00"
08111,2022,"5,00"
08112,2022,"333,00"
08113,2022,"841,00"
08114,2022,"141,00"
08115,2022,"6,00"
08116,2022,"3,00"
08117,2022,"3,00"
08118,2022,"47,00"
08119,2022,"5,00"
08120,2022,"2,00"
08121,2022,"4.200,00"
08122,2022,"13,00"
08123,2022,"69,00"
08124,2022,"165,00"
08125,2022,"137,00"
08126,2022,"10,00"
08127,2022,"0,00"
08128,2022,"0,00"
08129,2022,"5,00"
08130,2022,"0,00"
08131,2022,"5,00"
08132,2022,"0,00"
08133,2022,"0,00"
08134,2022,"0,00"
08135,2022,"51,00"
08136,2022,"40,00"
08137,2022,"0,00"
08138,2022,"81,00"
08139,2022,"5,00"
08140,2022,"14,00"
08141,2022,"16,00"
08142,2022,"0,00"
08143,2022,"43,00"
08144,2022,"11,00"
08145,2022,"97,00"
08146,2022,"0,00"
08147,2022,"5.476,00"
08148,2022,"115,00"
08149,2022,"10,00"
08150,2022,"0,00"
08151,2022,"0,00"
08152,2022,"0,00"
08153,2022,"9,00"
08154,2022,"10,00"
08155,2022,"15,00"
08156,2022,"57,00"
08157,2022,"67,00"
08158,2022,"61,00"
08159,2022,"917,00"
08160,2022,"0,00"
08161,2022,"28,00"
08162,2022,"5,00"
08163,2022,"39,00"
08164,2022,"5,00"
08165,2022,"0,00"
08166,2022,"0,00"
08167,2022,"49,00"
08168,2022,"0,00"
08169,2022,"1.546,00"
08170,2022,"0,00"
08171,2022,"58,00"
08172,2022,"49,00"
08174,2022,"4,00"
08175,2022,"26,00"
08176,2022,"3,00"
08177,2022,"0,00"
08178,2022,"43,00"
08179,2022,"0,00"
08180,2022,"209,00"
08181,2022,"27,00"
08182,2022,"7,00"
08183,2022,"9,00"
08184,2022,"210,00"
08185,2022,"0,00"
08187,2022,"721,00"
08188,2022,"0,00"
08189,2022,"0,00"
08190,2022,"23,00"
08191,2022,"40,00"
08192,2022,"197,00"
08193,2022,"0,00"
08194,2022,"156,00"
08195,2022,"0,00"
08196,2022,"121,00"
08197,2022,"10,00"
08198,2022,"48,00"
08199,2022,"0,00"
08200,2022,"2.689,00"
08201,2022,"12,00"
08202,2022,"29,00"
08203,2022,"123,00"
08204,2022,"0,00"
08205,2022,"399,00"
08206,2022,"9,00"
08207,2022,"8,00"
08208,2022,"0,00"
08209,2022,"30,00"
08210,2022,"23,00"
08211,2022,"104,00"
08212,2022,"7,00"
08213,2022,"281,00"
08214,2022,"65,00"
08215,2022,"5,00"
08216,2022,"0,00"
08217,2022,"149,00"
08218,2022,"12,00"
08219,2022,"98,00"
08220,2022,"10,00"
08221,2022,"33,00"
08222,2022,"4,00"
08223,2022,"3,00"
08224,2022,"3,00"
08225,2022,"8,00"
08226,2022,"250,00"
08227,2022,"18,00"
08228,2022,"0,00"
08229,2022,"0,00"
08230,2022,"123,00"
08231,2022,"951,00"
08232,2022,"15,00"
08233,2022,"165,00"
08234,2022,"3,00"
08235,2022,"55,00"
08236,2022,"3,00"
08237,2022,"0,00"
08238,2022,"36,00"
08239,2022,"0,00"
08240,2022,"12,00"
08241,2022,"0,00"
08242,2022,"0,00"
08243,2022,"0,00"
08244,2022,"18,00"
08245,2022,"466,00"
08246,2022,"0,00"
08247,2022,"20,00"
08248,2022,"49,00"
08249,2022,"0,00"
08250,2022,"16,00"
08251,2022,"33,00"
08252,2022,"183,00"
08253,2022,"0,00"
08254,2022,"106,00"
08255,2022,"0,00"
08256,2022,"2,00"
08257,2022,"3,00"
08258,2022,"19,00"
08259,2022,"29,00"
08260,2022,"96,00"
08261,2022,"6,00"
08262,2022,"47,00"
08263,2022,"102,00"
08264,2022,"5,00"
08265,2022,"10,00"
08266,2022,"84,00"
08267,2022,"19,00"
08268,2022,"0,00"
08269,2022,"14,00"
08270,2022,"28,00"
08271,2022,"2,00"
08272,2022,"3,00"
08273,2022,"5,00"
08274,2022,"618,00"
08275,2022,"0,00"
08276,2022,"0,00"
08277,2022,"0,00"
08278,2022,"27,00"
08279,2022,"849,00"
08280,2022,"0,00"
08281,2022,"6,00"
08282,2022,"25,00"
08283,2022,"55,00"
08284,2022,"77,00"
08285,2022,"40,00"
08286,2022,"9,00"
08287,2022,"8,00"
08288,2022,"6,00"
08289,2022,"7,00"
08290,2022,"0,00"
08291,2022,"12,00"
08292,2022,"21,00"
08293,2022,"0,00"
08294,2022,"98,00"
08295,2022,"37,00"
08296,2022,"7,00"
08297,2022,"0,00"
08298,2022,"1.367,00"
08299,2022,"0,00"
08300,2022,"13,00"
08301,2022,"176,00"
08302,2022,"12,00"
08303,2022,"0,00"
08304,2022,"4,00"
08305,2022,"754,00"
08306,2022,"0,00"
08307,2022,"371,00"
08308,2022,"15,00"
08901,2022,"0,00"
08902,2022,"13,00"
08903,2022,"0,00"
08904,2022,"23,00"
08905,2022,"4,00"
08001,2023,"17,00"
08002,2023,"9,00"
08003,2023,"17,00"
08004,2023,"13,00"
08005,2023,"3,00"
08006,2023,"71,00"
08007,2023,"19,00"
08008,2023,"0,00"
08009,2023,"39,00"
08010,2023,"831,00"
08011,2023,"8,00"
08012,2023,"18,00"
08013,2023,"4,00"
08014,2023,"0,00"
08015,2023,"628,00"
08016,2023,"6,00"
08017,2023,"32,00"
08018,2023,"16,00"
08019,2023,"170.454,00"
08020,2023,"3,00"
08021,2023,"0,00"
08022,2023,"137,00"
08023,2023,"16,00"
08024,2023,"0,00"
08025,2023,"0,00"
08026,2023,"3,00"
08027,2023,"3,00"
08028,2023,"0,00"
08029,2023,"164,00"
08030,2023,"0,00"
08031,2023,"0,00"
08032,2023,"0,00"
08033,2023,"2.212,00"
08034,2023,"3,00"
08035,2023,"617,00"
08036,2023,"0,00"
08037,2023,"6,00"
08038,2023,"6,00"
08039,2023,"0,00"
08040,2023,"46,00"
08041,2023,"9,00"
08042,2023,"4,00"
08043,2023,"13,00"
08044,2023,"10,00"
08045,2023,"0,00"
08046,2023,"66,00"
08047,2023,"521,00"
08048,2023,"0,00"
08049,2023,"7,00"
08050,2023,"0,00"
08051,2023,"36,00"
08052,2023,"0,00"
08053,2023,"6,00"
08054,2023,"127,00"
08055,2023,"0,00"
08056,2023,"98,00"
08057,2023,"0,00"
08058,2023,"3,00"
08059,2023,"2,00"
08060,2023,"0,00"
08061,2023,"0,00"
08062,2023,"3,00"
08063,2023,"3,00"
08064,2023,"0,00"
08065,2023,"3,00"
08066,2023,"0,00"
08067,2023,"10,00"
08068,2023,"22,00"
08069,2023,"0,00"
08070,2023,"0,00"
08071,2023,"6,00"
08072,2023,"18,00"
08073,2023,"204,00"
08074,2023,"8,00"
08075,2023,"20,00"
08076,2023,"103,00"
08077,2023,"82,00"
08078,2023,"0,00"
08079,2023,"0,00"
08080,2023,"0,00"
08081,2023,"0,00"
08082,2023,"0,00"
08083,2023,"17,00"
08084,2023,"53,00"
08085,2023,"3,00"
08086,2023,"712,00"
08087,2023,"0,00"
08088,2023,"24,00"
08089,2023,"281,00"
08090,2023,"0,00"
08091,2023,"14,00"
08092,2023,"8,00"
08093,2023,"0,00"
08094,2023,"200,00"
08095,2023,"6,00"
08096,2023,"153,00"
08097,2023,"0,00"
08098,2023,"13,00"
08099,2023,"4,00"
08100,2023,"31,00"
08101,2023,"684,00"
08102,2023,"445,00"
08103,2023,"5,00"
08104,2023,"23,00"
08105,2023,"10,00"
08106,2023,"54,00"
08107,2023,"52,00"
08108,2023,"3,00"
08109,2023,"14,00"
08110,2023,"56,00"
08111,2023,"5,00"
08112,2023,"344,00"
08113,2023,"891,00"
08114,2023,"141,00"
08115,2023,"6,00"
08116,2023,"3,00"
08117,2023,"3,00"
08118,2023,"49,00"
08119,2023,"5,00"
08120,2023,"2,00"
08121,2023,"4.189,00"
08122,2023,"16,00"
08123,2023,"71,00"
08124,2023,"178,00"
08125,2023,"135,00"
08126,2023,"10,00"
08127,2023,"0,00"
08128,2023,"0,00"
08129,2023,"5,00"
08130,2023,"0,00"
08131,2023,"5,00"
08132,2023,"0,00"
08133,2023,"0,00"
08134,2023,"0,00"
08135,2023,"51,00"
08136,2023,"46,00"
08137,2023,"0,00"
08138,2023,"91,00"
08139,2023,"5,00"
08140,2023,"14,00"
08141,2023,"16,00"
08142,2023,"0,00"
08143,2023,"43,00"
08144,2023,"11,00"
08145,2023,"97,00"
08146,2023,"0,00"
08147,2023,"5.476,00"
08148,2023,"115,00"
08149,2023,"10,00"
08150,2023,"0,00"
08151,2023,"11,00"
08152,2023,"0,00"
08153,2023,"9,00"
08154,2023,"10,00"
08155,2023,"15,00"
08156,2023,"59,00"
08157,2023,"67,00"
08158,2023,"61,00"
08159,2023,"917,00"
08160,2023,"0,00"
08161,2023,"28,00"
08162,2023,"5,00"
08163,2023,"39,00"
08164,2023,"5,00"
08165,2023,"0,00"
08166,2023,"0,00"
08167,2023,"49,00"
08168,2023,"0,00"
08169,2023,"1.546,00"
08170,2023,"0,00"
08171,2023,"58,00"
08172,2023,"49,00"
08174,2023,"4,00"
08175,2023,"26,00"
08176,2023,"3,00"
08177,2023,"0,00"
08178,2023,"43,00"
08179,2023,"0,00"
08180,2023,"215,00"
08181,2023,"27,00"
08182,2023,"7,00"
08183,2023,"20,00"
08184,2023,"207,00"
08185,2023,"0,00"
08187,2023,"721,00"
08188,2023,"0,00"
08189,2023,"0,00"
08190,2023,"23,00"
08191,2023,"40,00"
08192,2023,"197,00"
08193,2023,"0,00"
08194,2023,"166,00"
08195,2023,"0,00"
08196,2023,"121,00"
08197,2023,"10,00"
08198,2023,"48,00"
08199,2023,"0,00"
08200,2023,"2.689,00"
08201,2023,"12,00"
08202,2023,"39,00"
08203,2023,"123,00"
08204,2023,"0,00"
08205,2023,"394,00"
08206,2023,"6,00"
08207,2023,"8,00"
08208,2023,"0,00"
08209,2023,"30,00"
08210,2023,"23,00"
08211,2023,"104,00"
08212,2023,"7,00"
08213,2023,"281,00"
08214,2023,"65,00"
08215,2023,"18,00"
08216,2023,"0,00"
08217,2023,"157,00"
08218,2023,"12,00"
08219,2023,"98,00"
08220,2023,"10,00"
08221,2023,"20,00"
08222,2023,"4,00"
08223,2023,"3,00"
08224,2023,"3,00"
08225,2023,"8,00"
08226,2023,"250,00"
08227,2023,"18,00"
08228,2023,"0,00"
08229,2023,"0,00"
08230,2023,"123,00"
08231,2023,"953,00"
08232,2023,"15,00"
08233,2023,"165,00"
08234,2023,"3,00"
08235,2023,"55,00"
08236,2023,"6,00"
08237,2023,"0,00"
08238,2023,"36,00"
08239,2023,"0,00"
08240,2023,"12,00"
08241,2023,"0,00"
08242,2023,"0,00"
08243,2023,"0,00"
08244,2023,"18,00"
08245,2023,"460,00"
08246,2023,"10,00"
08247,2023,"20,00"
08248,2023,"49,00"
08249,2023,"0,00"
08250,2023,"16,00"
08251,2023,"33,00"
08252,2023,"185,00"
08253,2023,"0,00"
08254,2023,"116,00"
08255,2023,"0,00"
08256,2023,"2,00"
08257,2023,"3,00"
08258,2023,"19,00"
08259,2023,"32,00"
08260,2023,"96,00"
08261,2023,"6,00"
08262,2023,"57,00"
08263,2023,"102,00"
08264,2023,"5,00"
08265,2023,"22,00"
08266,2023,"72,00"
08267,2023,"19,00"
08268,2023,"0,00"
08269,2023,"14,00"
08270,2023,"28,00"
08271,2023,"2,00"
08272,2023,"3,00"
08273,2023,"5,00"
08274,2023,"618,00"
08275,2023,"10,00"
08276,2023,"0,00"
08277,2023,"0,00"
08278,2023,"27,00"
08279,2023,"852,00"
08280,2023,"0,00"
08281,2023,"6,00"
08282,2023,"25,00"
08283,2023,"55,00"
08284,2023,"77,00"
08285,2023,"40,00"
08286,2023,"9,00"
08287,2023,"10,00"
08288,2023,"6,00"
08289,2023,"7,00"
08290,2023,"3,00"
08291,2023,"12,00"
08292,2023,"21,00"
08293,2023,"0,00"
08294,2023,"98,00"
08295,2023,"37,00"
08296,2023,"7,00"
08297,2023,"0,00"
08298,2023,"1.371,00"
08299,2023,"0,00"
08300,2023,"13,00"
08301,2023,"176,00"
08302,2023,"12,00"
08303,2023,"0,00"
08304,2023,"4,00"
08305,2023,"753,00"
08306,2023,"0,00"
08307,2023,"376,00"
08308,2023,"15,00"
08901,2023,"0,00"
08902,2023,"11,00"
08903,2023,"0,00"
08904,2023,"23,00"
08905,2023,"4,00"
