any,codi_municipi,valor_final
2020,08243,0
2020,08244,1
2020,08245,1
2020,08246,0
2020,08247,0
2020,08248,0
2020,08249,0
2020,08250,0
2020,08251,1
2020,08252,1
2020,08253,0
2020,08254,0
2020,08255,0
2020,08256,0
2020,08257,0
2020,08258,0
2020,08259,0
2020,08260,1
2020,08261,0
2020,08262,1
2020,08263,1
2020,08264,0
2020,08265,0
2020,08266,1
2020,08267,0
2020,08268,0
2020,08269,0
2020,08270,1
2020,08271,1
2020,08272,0
2020,08273,1
2020,08274,0
2020,08275,0
2020,08276,0
2020,08277,1
2020,08278,0
2020,08279,1
2020,08280,1
2020,08281,1
2020,08282,0
2020,08283,1
2020,08284,0
2020,08285,0
2020,08286,1
2020,08287,0
2020,08288,1
2020,08289,1
2020,08290,1
2020,08291,0
2020,08292,1
2020,08293,1
2020,08294,0
2020,08295,1
2020,08296,1
2020,08297,0
2020,08298,1
2020,08299,0
2020,08300,0
2020,08301,1
2020,08302,1
2020,08303,0
2020,08304,0
2020,08305,1
2020,08306,0
2020,08307,1
2020,08308,0
2020,08901,1
2020,08902,0
2020,08903,0
2020,08904,1
2020,08905,0
2021,08001,1
2021,08002,0
2021,08003,1
2021,08004,0
2021,08005,1
2021,08006,1
2021,08007,0
2021,08008,0
2021,08009,1
2021,08010,1
2021,08011,0
2021,08012,1
2021,08013,0
2021,08014,0
2021,08015,0
2021,08016,1
2021,08017,0
2021,08018,1
2021,08019,1
2021,08020,1
2021,08021,0
2021,08022,1
2021,08023,0
2021,08024,1
2021,08025,1
2021,08026,0
2021,08027,0
2021,08028,0
2021,08029,0
2021,08030,1
2021,08031,1
2021,08032,0
2021,08033,1
2021,08034,0
2021,08035,1
2021,08036,0
2021,08037,1
2021,08038,0
2021,08039,0
2021,08040,1
2021,08041,0
2021,08042,0
2021,08043,1
2021,08044,0
2021,08045,0
2021,08046,1
2021,08047,1
2021,08048,0
2021,08049,0
2021,08050,0
2021,08051,1
2021,08052,0
2021,08053,0
2021,08054,1
2021,08055,0
2021,08056,1
2021,08057,0
2021,08058,0
2021,08059,0
2021,08060,0
2021,08061,0
2021,08062,0
2021,08063,0
2021,08064,0
2021,08065,0
2021,08066,0
2021,08067,1
2021,08068,0
2021,08069,0
2021,08070,1
2021,08071,1
2021,08072,0
2021,08073,1
2021,08074,0
2021,08075,0
2021,08076,1
2021,08077,1
2021,08078,0
2021,08079,0
2021,08080,0
2021,08081,1
2021,08082,0
2021,08083,0
2021,08084,0
2021,08085,0
2021,08086,1
2021,08087,0
2021,08088,1
2021,08089,1
2021,08090,0
2021,08091,0
2021,08092,0
2021,08093,0
2021,08094,0
2021,08095,0
2021,08096,1
2021,08097,0
2021,08098,0
2021,08099,0
2021,08100,1
2021,08101,1
2021,08102,0
2021,08103,0
2021,08104,0
2021,08105,1
2021,08106,1
2021,08107,1
2021,08108,0
2021,08109,0
2021,08110,1
2021,08111,0
2021,08112,1
2021,08113,1
2021,08114,0
2021,08115,1
2021,08116,0
2021,08117,0
2021,08118,1
2021,08119,0
2021,08120,0
2021,08121,1
2021,08122,0
2021,08123,0
2021,08124,1
2021,08125,1
2021,08126,1
2021,08127,0
2021,08128,1
2021,08129,0
2021,08130,0
2021,08131,1
2021,08132,0
2021,08133,0
2021,08134,1
2021,08135,0
2021,08136,1
2021,08137,0
2021,08138,0
2021,08139,0
2021,08140,0
2021,08141,0
2021,08142,0
2021,08143,0
2021,08144,0
2021,08145,1
2021,08146,0
2021,08147,1
2021,08148,1
2021,08149,0
2021,08150,0
2021,08151,0
2021,08152,0
2021,08153,0
2021,08154,0
2021,08155,1
2021,08156,1
2021,08157,0
2021,08158,1
2021,08159,1
2021,08160,0
2021,08161,0
2021,08162,0
2021,08163,0
2021,08164,0
2021,08165,1
2021,08166,1
2021,08167,0
2021,08168,0
2021,08169,1
2021,08170,0
2021,08171,0
2021,08172,1
2021,08174,1
2021,08175,0
2021,08176,0
2021,08177,0
2021,08178,0
2021,08179,0
2021,08180,0
2021,08181,0
2021,08182,0
2021,08183,0
2021,08184,1
2021,08185,0
2021,08187,1
2021,08188,0
2021,08189,0
2021,08190,0
2021,08191,0
2021,08192,0
2021,08193,0
2021,08194,1
2021,08195,0
2021,08196,0
2021,08197,0
2021,08198,0
2021,08199,0
2021,08200,1
2021,08201,0
2021,08202,1
2021,08203,0
2021,08204,1
2021,08205,1
2021,08206,1
2021,08207,0
2021,08208,1
2021,08209,0
2021,08210,0
2021,08211,1
2021,08212,0
2021,08213,0
2021,08214,0
2021,08215,1
2021,08216,0
2021,08217,1
2021,08218,0
2021,08219,1
2021,08220,1
2021,08221,1
2021,08222,1
2021,08223,1
2021,08224,0
2021,08225,0
2021,08226,1
2021,08227,0
2021,08228,0
2021,08229,0
2021,08230,1
2021,08231,1
2021,08232,0
2021,08233,0
2021,08234,0
2021,08235,1
2021,08236,0
2021,08237,0
2021,08238,1
2021,08239,0
2021,08240,0
2021,08241,0
2021,08242,0
2021,08243,0
2021,08244,1
2021,08245,1
2021,08246,0
2021,08247,0
2021,08248,1
2021,08249,0
2021,08250,1
2021,08251,0
2021,08252,1
2021,08253,0
2021,08254,0
2021,08255,0
2021,08256,0
2021,08257,0
2021,08258,0
2021,08259,1
2021,08260,1
2021,08261,0
2021,08262,0
2021,08263,1
2021,08264,1
2021,08265,0
2021,08266,1
2021,08267,1
2021,08268,0
2021,08269,0
2021,08270,1
2021,08271,0
2021,08272,0
2021,08273,0
2021,08274,0
2021,08275,0
2021,08276,0
2021,08277,0
2021,08278,1
2021,08279,1
2021,08280,0
2021,08281,1
2021,08282,0
2021,08283,1
2021,08284,1
2021,08285,1
2021,08286,1
2021,08287,0
2021,08288,1
2021,08289,1
2021,08290,0
2021,08291,1
2021,08292,0
2021,08293,0
2021,08294,0
2021,08295,1
2021,08296,1
2021,08297,0
2021,08298,1
2021,08299,0
2021,08300,1
2021,08301,1
2021,08302,1
2021,08303,0
2021,08304,0
2021,08305,1
2021,08306,0
2021,08307,1
2021,08308,0
2021,08901,1
2021,08902,1
2021,08903,0
2021,08904,0
2021,08905,0
2022,08001,1
2022,08002,0
2022,08003,1
2022,08004,0
2022,08005,1
2022,08006,1
2022,08007,1
2022,08008,1
2022,08009,1
2022,08010,0
2022,08011,0
2022,08012,1
2022,08013,1
2022,08014,0
2022,08015,1
2022,08016,0
2022,08017,0
2022,08018,0
2022,08019,1
2022,08020,1
2022,08021,0
2022,08022,1
2022,08023,1
2022,08024,0
2022,08025,0
2022,08026,1
2022,08027,0
2022,08028,0
2022,08029,0
2022,08030,1
2022,08031,0
2022,08032,0
2022,08033,1
2022,08034,1
2022,08035,1
2022,08036,0
2022,08037,1
2022,08038,1
2022,08039,0
2022,08040,1
2022,08041,1
2022,08042,0
2022,08043,0
2022,08044,1
2022,08045,0
2022,08046,1
2022,08047,1
2022,08048,0
2022,08049,0
2022,08050,0
2022,08051,1
2022,08052,0
2022,08053,0
2022,08054,1
2022,08055,1
2022,08056,1
2022,08057,1
2022,08058,0
2022,08059,1
2022,08060,1
2022,08061,0
2022,08062,0
2022,08063,1
2022,08064,1
2022,08065,0
2022,08066,1
2022,08067,1
2022,08068,0
2022,08069,0
2022,08070,0
2022,08071,1
2022,08072,1
2022,08073,1
2022,08074,1
2022,08075,1
2022,08076,1
2022,08077,1
2022,08078,0
2022,08079,0
2022,08080,1
2022,08081,0
2022,08082,0
2022,08083,0
2022,08084,0
2022,08085,1
2022,08086,1
2022,08087,0
2022,08088,1
2022,08089,0
2022,08090,1
2022,08091,0
2022,08092,1
2022,08093,0
2022,08094,0
2022,08095,0
2022,08096,1
2022,08097,0
2022,08098,1
2022,08099,0
2022,08100,0
2022,08101,1
2022,08102,0
2022,08103,1
2022,08104,0
2022,08105,1
2022,08106,1
2022,08107,1
2022,08108,0
2022,08109,0
2022,08110,1
2022,08111,0
2022,08112,1
2022,08113,1
2022,08114,1
2022,08115,1
2022,08116,1
2022,08117,0
2022,08118,1
2022,08119,1
2022,08120,0
2022,08121,1
2022,08122,0
2022,08123,1
2022,08124,1
2022,08125,1
2022,08126,1
2022,08127,0
2022,08128,0
2022,08129,0
2022,08130,0
2022,08131,1
2022,08132,0
2022,08133,0
2022,08134,1
2022,08135,1
2022,08136,1
2022,08137,0
2022,08138,0
2022,08139,0
2022,08140,0
2022,08141,0
2022,08142,0
2022,08143,0
2022,08144,0
2022,08145,1
2022,08146,0
2022,08147,1
2022,08148,1
2022,08149,0
2022,08150,0
2022,08151,0
2022,08152,0
2022,08153,0
2022,08154,1
2022,08155,1
2022,08156,1
2022,08157,1
2022,08158,0
2022,08159,1
2022,08160,0
2022,08161,1
2022,08162,0
2022,08163,1
2022,08164,0
2022,08165,1
2022,08166,1
2022,08167,1
2022,08168,0
2022,08169,1
2022,08170,0
2022,08171,1
2022,08172,1
2022,08174,0
2022,08175,0
2022,08176,0
2022,08177,0
2022,08178,0
2022,08179,0
2022,08180,1
2022,08181,1
2022,08182,1
2022,08183,0
2022,08184,1
2022,08185,0
2022,08187,1
2022,08188,0
2022,08189,0
2022,08190,0
2022,08191,1
2022,08192,0
2022,08193,0
2022,08194,1
2022,08195,0
2022,08196,1
2022,08197,1
2022,08198,1
2022,08199,0
2022,08200,1
2022,08201,0
2022,08202,1
2022,08203,1
2022,08204,0
2022,08205,1
2022,08206,1
2022,08207,0
2022,08208,1
2022,08209,1
2022,08210,1
2022,08211,1
2022,08212,1
2022,08213,1
2022,08214,0
2022,08215,1
2022,08216,0
2022,08217,1
2022,08218,1
2022,08219,1
2022,08220,1
2022,08221,1
2022,08222,0
2022,08223,1
2022,08224,0
2022,08225,0
2022,08226,0
2022,08227,1
2022,08228,0
2022,08229,0
2022,08230,1
2022,08231,1
2022,08232,1
2022,08233,0
2022,08234,1
2022,08235,0
2022,08236,0
2022,08237,0
2022,08238,1
2022,08239,1
2022,08240,0
2022,08241,0
2022,08242,0
2022,08243,0
2022,08244,1
2022,08245,1
2022,08246,1
2022,08247,0
2022,08248,1
2022,08249,0
2022,08250,1
2022,08251,0
2022,08252,1
2022,08253,0
2022,08254,0
2022,08255,0
2022,08256,1
2022,08257,0
2022,08258,0
2022,08259,0
2022,08260,1
2022,08261,1
2022,08262,1
2022,08263,1
2022,08264,1
2022,08265,1
2022,08266,1
2022,08267,1
2022,08268,1
2022,08269,0
2022,08270,1
2022,08271,0
2022,08272,0
2022,08273,0
2022,08274,1
2022,08275,0
2022,08276,1
2022,08277,0
2022,08278,1
2022,08279,1
2022,08280,0
2022,08281,1
2022,08282,1
2022,08283,1
2022,08284,1
2022,08285,1
2022,08286,1
2022,08287,0
2022,08288,1
2022,08289,0
2022,08290,1
2022,08291,0
2022,08292,0
2022,08293,0
2022,08294,0
2022,08295,1
2022,08296,1
2022,08297,0
2022,08298,1
2022,08299,0
2022,08300,1
2022,08301,1
2022,08302,1
2022,08303,0
2022,08304,1
2022,08305,1
2022,08306,0
2022,08307,1
2022,08308,0
2022,08901,1
2022,08902,0
2022,08903,0
2022,08904,0
2022,08905,0
